Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Alcon","ALC","35080.43","0","0","NYSE","12","Medical","Medical - Instruments","2.97","2.59","2.24","32.1","27.62","24.09","1.96","15.81","1.78","4.02","20230509","5.66","8.68","9214.62207","8717","1708","597","3.84","12.71","18.75099",".23077","1.87","1.11","962245","78.09","56.51",".89","4.42","0","5193","2782","4541","490.09"
"Allete","ALE","3568.32","-18.92","4.35","NYSE","12","Utilities","Utility - Electric Power","4.02","3.72","3.6","18.31","16.74","15.49","2.15","8.24","1.06","2.27","20230503","5.73",".76","1595.06005","1570.7","418","175.3","12.05","12.05","32.98699",".49224","1",".37","301433","66.93","48.18",".74","-3.49","2.71","718","716.20001","1648.19995","57.31"
"Alfa Laval","ALFVY","15147.89","20.69","1.18","OTC","12","Construction","Engineering - R and D Services","1.53","1.42","1.2","30.76","25.77","23.84","2.88","19.52","4.68","2.83","20230719","15.03","2.58","5424.70019","5170.49","839.75299","608.06896","9.16","9.16","27.797",".38498","1.33","","8465","36.69","22.87","1.39","26.86",".43","3048.9729","2715.031","356.67898","413.88"
"Allegro MicroSystems","ALGM","7187.31","9.38","0","NSDQ","3","Computer and Technology","Electronics - Semiconductors","1.49","1.3","1.27","33.81","28.76","25.19","","41.66","8.03","7.95","20230510","19.55","","983.70001","768.67","190.43099","141.80299","16.69","17.34","2.71869",".02794","4.52","","1697536","47.99","19.63","1.69","25.02","0","511.69198","104.22299","25","191.51"
"Align Technology","ALGN","23546.6","7.69","0","NSDQ","12","Medical","Medical - Dental Supplies","9.8","8.25","7.02","44.4","37.17","31.32","2.16","39.9","6.77","6.36","20230726","11.18","20.64","3875.2019","3734.64","724.84997","599.057","8.51","10.84","0","0","1.16","1.08","778365","363.06","174.58","1.6","45.49","0","2424.39111","1925.88696","0","76.74"
"Alight","ALIT","5026.56","26.32","0","NYSE","12","Computer and Technology","Internet - Software",".77",".64",".56","15.03","13.98","11.75","1.04","8.93",".99","1.6","20230509","3.56","","3482.1831","3132","474","81","-1.98","5.76","35.42699",".54863","1.2","1.2","2334123","10.01","6.72",".69","7.89","0","2816","2348","2792","557.27"
"Allianz","ALIZY","98650.6","0","3.21","OTC","12","Finance","Insurance - Multi line","2.82","2.53","1.72","14.56","9.69","8.67","2.7","10.06","1.69",".61","20230511","11.41","2.89","","160882.09","14392.18066","11681.26757","4.32","4.32","27.531",".37989",".12",".12","108198","25.03","15.58","1.08","14.03",".79","86481.59375","728527.625","22110.8496","4033.14"
"Alaska Air Group","ALK","5528.14","-29.17","0","NYSE","12","Transportation","Transportation - Airline","7.25","6.17","4.33","8.64","7.03","5.98",".29","5.67","1.5",".54","20230720","17.03","-2.2","10482.00976","9646","602","187",".58","6.34","32.73199",".48658",".64",".65","1839363","53.58","38.13","1.51","1","0","3040","4493","3276","127.46"
"Alkermes","ALKS","4736.12","133.33","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.72",".19",".25","123.96","148.1","16.54","","112.97","4.71","4.23","20230726","-5.02","1.54","1297.75305","1111.8","-76.40201","-154.26401","-14.65","-4.67","22.36199",".28802","2.25","1.91","1530603","31.87","21.94",".61","9.11","0","1130.30603","497.742","290.26998","166.12"
"Allstate","ALL","29577.3",".73","3.17","NYSE","12","Finance","Insurance - Property and Casualty","13.62","3.77","-1.06","","29.85","8.25","4.26","50.95","1.94",".58","20230503","-1.04","6.54","52701.89062","51412","-676","-1523","-2.55","-.36","31.461",".51781",".38",".38","1602607","141.37","105.11",".58","-17.12","3.56","24103","63290","7964","263.17"
"Allegion","ALLE","9639.83","17.04","1.64","NYSE","12","Industrial Products","Security and Safety Services","6.95","6.55","5.46","17.71","16.73","15.78","2.75","16.05","9.23","2.78","20230727","61.34","3.89","3649.427","3271.9","688.29998","590.40002","14.07","15.74","66.87899","2.01924","1.87","1.05","933875","122.93","88.99","1.09","4.13","1.8","1214.59997","703.59997","2081.8999","87.95"
"Ally Financial","ALLY","7547.34","-6.82","4.78","NYSE","12","Finance","Financial - Consumer Loans","4.75","3.51","5.99","5.25","7.15","5.28","","2.23",".71",".9","20230718","14.89","8.36","8395.86132","8428","4539","3212","16.42","19.1","58.006","1.68599",".89",".89","4911618","44.04","22.29","1.34","2.62","1.2","140960","157752","17762","300.81"
"Alnylam Pharmaceuticals","ALNY","24704.55","21.13","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-3.93","-7.05","-9.62","","","","","","","23.81","20230504","-1287.8","87.32","1371.80004","1037.42","-885.47498","-971.02503","-109.04","-109.04","","-6.42728","3.51","3.34","785980","241.31","120.42",".48","-16.26","0","2692.24707","767.91497","1016.94201","124.13"
"Astellas Pharma","ALPMY","27271.62","","2.07","OTC","3","Medical","Medical - Drugs","1.41","1.11",".73","18.84","13.58","10.69",".58","15.73","2.48","2.43","20230807","12.64","-.88","11492.08496","11240.82","1980","1327","6.27","13.08","8.6518",".09471","1.52","","38329","16.2","13.09",".6","-.59",".31","7568","5635","0","1809.66"
"Alstom","ALSMY","9321.11","",".71","OTC","3","Transportation","Transportation - Rail",".28",".12",".07","","20.42","8.75","","26.23",".97","","20230510","","","18780.93945","17984.34","861.41198","-156.93801","","","25.45999",".34156",".82","","153503","3.04","1.55","1.23","2.94",".02","15392.66015","19175.43945","3753.71289","3804.53"
"Allison Transmission Holdings","ALSN","4377.02","21.71","1.91","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","6.65","6.51","5.23","7.91","7.39","7.23","1.06","6.44","4.43","1.55","20230802","67.83","-.87","2945.95605","2769","922","763","20.19","20.19","71.674","2.53036","1.98","1.34","817307","50.23","32.63",".98","15.55",".92","866","480","2501","91.06"
"Altair Engineering","ALTR","5403.81","72.22","0","NSDQ","12","Construction","Engineering - R and D Services","1.12",".99",".73","77.57","68.17","60.26","5.68","147.8","9.48","9.44","20230504","1.21","10.41","617.02301","572.22","13.46","-23.83601","-7.59","1.21","34.91299",".53639","2.26","2.26","234244","72.11","43.85","1.5","48.43","0","526.82598","232.738","305.604","80.07"
"Autoliv","ALV","7277.51","3.45","3.11","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","8.98","6.41","4.12","17.45","13.23","9.44",".59","9.86","2.76",".79","20230728","16.3","-1.69","9931.7539","8842","1026","663","4.51","4.56","37.742",".6062","1.15",".75","969001","96.14","66.63","1.7","10.72","2.64","3714","3642","1054","85.83"
"Antero Midstream","AM","5050.78","10.53","8.55","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States",".89",".8",".68","13.16","13.16","11.86","","8.56","2.32","5.26","20230726","17.56","51.57","1010.98602","919.98","841.83398","633.68402","34.62","40.25","60.49499","1.5313","1.02",".87","2476037","11.41","8.85","2.36","-2.41",".9","88.99299","102.077","3361.28198","479.66"
"Applied Materials","AMAT","94788.48","5.18",".93","NSDQ","10","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","6.67","7.01","7.37","14.29","16","16.81","2.86","13.4","7.06","3.61","20230518","55.08","12.71","24558.86523","25785","8271","7827","24.57","25.84","28.912",".4067","2.31","1.35","5554325","124.26","74.41","1.6","15.18","1.04","15925","7379","5457","845.12"
"Amcor","AMCR","16224.72","0","4.49","NYSE","6","Industrial Products","Containers - Paper and Packaging",".81",".77",".8","13.82","14.15","13.4","5.05","8.87","3.69","1.09","20230816","28.16","38.19","14974.92382","14544","1901","1274","6.54","7.88","60.79499","1.55066","1.33",".67","7132291","13.49","10.59",".8","-8.31",".49","5853","5103","6340","1485.78"
"Advanced Micro Devices","AMD","144701.75","2.38","0","NSDQ","12","Computer and Technology","Electronics - Semiconductors","4.15","2.98","3.49","29.87","30.15","21.66","4.4","15.83","2.65","6.27","20230801","7.19","38.22","23357.75","23601","5723","1272","1.71","17.08","4.31169",".04505","2.36","1.77","46578000","108.59","55.94","1.94","38.81","0","15019","6369","2467","1609.41"
"AMETEK","AME","33528.91","5.67",".69","NYSE","12","Computer and Technology","Electronics - Testing Equipment","6.3","6","5.63","24.93","24.27","23.1","2.75","20.46","4.32","5.33","20230801","18.42","5.14","6474.66699","6150.53","1831.30505","1511.87805","18.97","21.47","21.906",".2805","1.84",".95","1082400","147.09","107.14","1.22","4.21","1","2528.0581","1564.20202","2158.92797","230.28"
"Amplifon","AMFPF","7697.21","","0","OTC","12","Medical","Medical Services","1.34","1.21","1.13","31.48","28.1","25.37","","16.36","7","3.24","20230510","","","2495.53002","2304.92","559.91302","296.76699","","","","","","","11","40","19.11",".58","36","0","764.92401","1048.57202","1195.62304","226.39"
"Affiliated Managers Group","AMG","5171.6",".72",".03","NYSE","12","Finance","Financial - Investment Management","22.15","18.95","19.91","7.27","7.56","6.47",".72","6.21","1.23","2.31","20230807","19.63",".17","2271.25708","2329.6","1928.19995","1860.80004","50.65","34.39","11.21899","0",".39",".22","209039","177.04","111.85","1.33","-9.58",".04","745.20001","3313.60009","0","36.1"
"Amgen","AMGN","126085.05","3.65","3.61","NSDQ","12","Medical","Medical - Biomedical and Genetics","19.18","18.07","17.63","13.55","13.06","12.3","1.87","9.69","23.58","4.81","20230803","248.47","3.23","27666.375","26323","12169","8752","30.23","35.77","91.91","11.36144","3.14","1.1","1783574","292.39","224.46",".64","-10.16","8.52","22186","15687","37354","534.33"
"American Homes 4 Rent","AMH","12050.66","0","2.64","NYSE","12","Finance","REIT and Equity Trust - Residential","1.72","1.61","1.54","21.49","20.73","19.37","3.26","16.55","1.64","8.08","20230504","4","7.92","1581.61596","1490.53","883.09997","444.89599","18.33","19.06","38.629",".62944",".55",".55","2009360","38.74","28.91",".67","10.52",".88","265.712","484.40301","4515.99804","361.77"
"A.P. Moller-Maersk","AMKBY","33261","6.61","25.21","OTC","12","Transportation","Transportation - Shipping",".9",".68","8","1.06","13.07","9.88","","1.54",".55",".4","20230503","61.21","","","61787","24618","19674","36.91","37.85","5.72849",".06076","2.64","","289155","15.51","8.38","1.47","-20.77","2.24","25802","12093","4315","3741.4"
"Amkor Technology","AMKR","5167.84","0","1.43","NSDQ","12","Computer and Technology","Electronics - Semiconductors","3","2.15","3.14","8.09","9.79","7.01","","3.73","1.39",".74","20230807","18.08","12.75","","7091.58","1531.44396","915.49499","9.19","9.19","22.142",".28439","2.08","1.61","643148","31.03","15.44","1.75","-12.26",".3","3301.23901","1662.41101","1088.52099","245.62"
"AMN Healthcare Services","AMN","3395.56","14.29","0","NYSE","12","Medical","Medical Services","8.02","8.28","11.56","7.08","10.14","10.47","3.05","5.42","3.49",".65","20230504","49.69","24.2","4105.83007","5243.24","784.96099","647.10101","8.47","10.18","44.698",".80823","1.27","1.27","594603","127.04","81.77",".33","-18.35","0","1093.64501","857.93298","843.505","40.45"
"Ameriprise Financial","AMP","30934.48","1.68","1.7","NYSE","12","Finance","Financial - Investment Management","33.4","30","24.54","11.13","9.81","8.81",".62","11.11","7.46","2.15","20230725","77.32","2.55","15424.54394","14286","4005","4045","15.41","20.6","58.852","1.43026",".66",".69","540258","355.33","223.12","1.46","-5.51","5","22896","33218","5184","105.15"
"American Tower","AMT","91327.16","6.72","3.18","NYSE","12","Finance","REIT and Equity Trust - Other","10.57","9.67","9.7","19.95","20.29","18.56","1.2","17.67","7.46","8.44","20230727","11.65","9.85","11031.57128","10711.1","6259.7998","2857.19995","12.85","12.85","73.9","2.8314",".61",".54","1686892","281.52","183.79",".57","-7.42","6.24","3445.69995","6338","34156","465.65"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","68211","4.08","2.67","NYSE","12","Computer and Technology","Wireless Non-US ","1.56","1.39","1.27","16.25","15.38","13.73",".73","5.55","3.11","1.56","20230711","19.11","-4.78","44206.72265","42010.57","14643","8574.04492","8.9","9.61","44.852",".8133",".67",".69","678510","22.57","16.15",".88","17.86",".57","17941.8496","24297.14062","20305.67968","3180"
"Amazon.com","AMZN","1063280.5","47.62","0","NSDQ","12","Retail-Wholesale","Internet - Commerce","2.35","1.54","-.14","126.38","67.14","44.03","3.66","21.57","6.88","2.03","20230727","5.85","23.83","558612.9375","513983","38352","-3569",".82","1.59","30.27099",".43412",".92",".72","64131692","144.78","81.82","1.26","23.37","0","146791","155393","67150","10260.35"
"AutoNation","AN","6149.84","8.04","0","NYSE","12","Retail-Wholesale","Automotive - Retail and Whole Sales","20.17","21.62","24.15","5.42","6.24","6.68",".27","4.18","3.04",".23","20230720","61.01","6.3","25857.01171","26985","2217.30004","2009.80004","4.9","4.95","65.62","1.90867",".83",".32","652600","157.3","95.6","1.08","25.67","0","3138","3405.69995","3899.80004","45.61"
"Arista Networks","ANET","41612.76","5.93","0","NYSE","12","Computer and Technology","Communication - Components","6.36","5.78","4.38","26.11","23.35","21.22","1.65","30.75","7.81","8.57","20230807","31.33","15.59","5500.78076","4381.31","1657.26293","1581.79602","31.24","30.01","0","0","3.96","3.29","2815340","169.39","90.42","1.26","11.23","0","5550.74804","1293.531","0","308.29"
"Anta Sports Products","ANPDF","32791.38","","0","OTC","12","Consumer Discretionary","Shoes and Retail Apparel ",".64",".52",".4","","23.33","18.95","","19.26","6.22","","20230620","","","9145.98046","7973.34","2248.42993","1742.19995","","","","","","","13840","15.67","8.97",".64","-10.94","0","6184.81005","2471.16503","1770.875","2703.33"
"ANSYS","ANSS","26808.87","10.75","0","NSDQ","12","Computer and Technology","Computer - Software","9.51","8.56","7.7","38.65","36.07","32.48","4.73","38.51","5.53","12.98","20230503","12.22","13.98","2267.1289","2065.55","735.32501","598.04101","25.35","26.95","13.40999",".15486","2.09","2.09","355022","332.8","200.33","1.25","27.83","0","1664.12194","794.83599","753.57397","86.81"
"Aon","AON","65544.43","-2.27",".77","NYSE","12","Finance","Insurance - Brokerage","16.06","14.44","13.16","23.41","22.22","19.98","2.43","21.28","1130.08","5.17","20230804","-4553.36","3.85","13214.7832","12479","3826","3562","20.63","22.71","99.455","182.36207","2.04","1.37","811601","333.6","248.5",".9","6.92","2.46","4177","3059","9825","204.25"
"A. O. Smith","AOS","10528.36","22.08","1.72","NYSE","12","Industrial Products","Manufacturing - Electronics","3.7","3.45","3.07","21.08","20.22","18.88","2.25","18.65","5.88","2.81","20230727","28.78","5.2","3779.19799","3753.9","310","233.1","6.49","13.61","15.59599",".18478","1.84","1.2","1274474","70.4","48.58","1.27","21.91","1.2","1633.69995","934.20001","334.5","150.88"
"APA","APA","10687.57","2.78","2.91","NSDQ","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","7.11","5.59","7.71","4.44","6.14","4.84","2.53","2.91","8.21",".97","20230503","198.44","6.99","8665.19531","12132","6967","5734","34.14","23.76","80.20899","4.05278",".93",".93","4695927","51.39","30.68","3.53","-26.39","1","2708","2916","5451","311.05"
"Air Products and Chemicals","APD","64988.1","-3.3","2.39","NYSE","9","Basic Materials","Chemical - Diversified ","12.35","11.39","10.28","27.79","25.7","23.69","2.66","17.76","4.48","5.05","20230509","16.45","7.97","13099.57421","12698.6","4220.8999","2882.69995","17.61","18.18","34.04199",".51612","1.93","1.66","661146","325.25","221.98",".84","-5.07","7","6282.8999","3465.80004","7085.7998","222.08"
"APi Group","APG","5325.22","5.88","0","NYSE","12","Business Services","Business - Services","1.77","1.49","1.31","17.02","15.19","12.76",".89","8","2.49",".81","20230504","16.94","","6870.97998","6558","522","218",".95","5.63","54.84099","1.21438","1.38","1.3","803284","24.11","13.27","1.54","20.36","0","2652","1921","2583","235.21"
"Amphenol","APH","44863.24","2.99","1.11","NYSE","12","Computer and Technology","Electronics - Connectors","3.18","2.86","2.97","24.95","26.38","23.68","3.09","19.86","6.09","3.55","20230726","27.1","11.86","12181.10253","12623","2988.69995","2595.80004","15.15","14.78","38.34999",".61922","2.64","1.64","2661211","82.09","62.51","1.23","-1.02",".84","6479.10009","2676.10009","4575","595.32"
"Apple Hospitality REIT","APLE","3364.51","0","6.54","NYSE","12","Finance","REIT and Equity Trust - Other","1.73","1.64","1.54","9.17","8.93","8.48","1.37","10.28","1.06","2.61","20230803","4.96","-6.92","1306.40795","1238.42","388.17498","206.47799","12.39","12.39","3.404",".03523",".03",".03","1876629","18.01","13.85","1.17","-7.03",".96","47.408","1482.31298","112.00599","229.35"
"Apellis Pharmaceuticals","APLS","9659.13","9.09","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-3.51","-5.22","-6.28","","","","","","54.12","128.07","20230504","-204.77","","195.77099","75.42","-616.93104","-618.87702","-864.7","-864.7","35.31299",".54591","4.29","3.78","1589677","88.77","35.07","1.23","60.78","0","719.52301","167.61","92.736","116.18"
"Aspen Pharmacare","APNHY","4446.9","","1.27","OTC","6","Medical","Medical - Generic Drugs","","",".96","","","","","7.44",".95","","","","","","2540.57","690.17602","577.46099","","","","","",".8","154","10.8","7.52","1.24","24.17",".13","2274.11401","1539.39099","696.29602","446.25"
