Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Intercontinental Hotels Group","IHG","11199.32","","1.37","NYSE","12","Consumer Discretionary","Hotels and Motels","3.79","3.34","2.81","","19.12","16.88","1.4","16.86","","","","","","3191.625","3892","812","658","","","","-1.45585","1.09","1.08","250090","71.74","47.23","1.22","9.58",".88","1678","1544","2341","175.18"
"IHI CORP","IHICY","3738.31","15.38","1.72","OTC","3","Industrial Products","Manufacturing - General Industrial ","","",".84","6.87","","","","2.79","1.19",".37","20230509","15.9","-7.63","10461.54003","10448.23","1570.44104","821.12298","5.3","5.3","45.27",".82714","1.31",".88","1817","7.8","5",".22","-17.12",".1","9113.52832","6885.708","3500.12109","618.72"
"Internet Initiative Japan","IIJIY","3755.43","",".8","OTC","3","Computer and Technology","Internet - Services","1.7","1.48","1.52","25.9","27.13","23.62","","9.56","4.57","1.9","20230328","15.97","","1898.51","2016.08","473.14801","219.99299","7.13","7.13","4.04969",".0422","1.4","1.33","1191","40.8","22.51",".65","11.44",".32","929.92102","683.32","48.95","93.54"
"","IJH","63683.05","","2.04","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","1509759","276.36","219.07","1.13","-1.06","4.89","","","","266.1"
"","IJJ","7172.98","","2.48","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","644930","116.09","90","1.18","-2.52","2.44","","","","73"
"","IJK","6988.67","","1.36","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","298595","80.09","61.85","1.08",".37",".93","","","","101.95"
"","IJR","64421.76","","1.79","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","5541091","111.11","87.04","1.15","-1.47","1.67","","","","690.85"
"","IJS","6765.73","","1.85","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","792380","106.56","82.45","1.19","-1.53","1.67","","","","75.25"
"","IJT","4845.88","","1.37","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","133246","129.49","100.74","1.13","-1.34","1.46","","","","45.45"
"INTERTEK GP","IKTSY","7767.85","","1.41","OTC","12","Business Services","Business - Information Services","2.88","2.71","2.45","","17.76","16.71","2.39","11.13","5.08","","","","","4102.24023","3950.22","870.85101","597.75598","","","46.73099",".87725","1.21","","6787","69.85","40.59",".75","-1.68",".68","1324.63403","1740.32702","738.70397","161.39"
"Illumina","ILMN","34760","-26.32","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","3.57","1.41","2.17","103.77","156.3","61.6","8.02","47.41","5.24","7.58","20230504","3.79","9.82","4941.01513","4584","-3916","-4310","-96.12","7.16","18.38999",".22533","1.28","1.08","1466138","368","177.23","1.15","8.8","0","3561","2773","1487","158"
"Imperial Tobacco Group","IMBBY","21482.43","","10.1","OTC","9","Consumer Staples","Tobacco","3.84","3.5","2.93","","6.61","6.02","","5.59","2.3","","","","","11080.3496","38332.22","6311.7832","5466.45507","","","54.624","1.2038",".8",".43","115630","25.91","20.5",".66","-7.48","2.34","11426.01953","14266.83007","11522.08007","928.77"
"Imperial Oil","IMO","27034.6","14.67","2.79","AMEX","12","Oils-Energy","Oil and Gas - Integrated - Canadian","5.84","5.87","8.12","5.41","7.88","7.92",".29","3.89","1.57",".59","20230505","31.73","8.65","45786.9414","45897.75","8754.26464","7295.09277","12.3","11.95","15.25",".17994","1.21","1.04","483918","57.87","40.38","1.54","-5.05","1.29","8258.13085","6844.34179","3102.18408","584.15"
"Impala Platinum","IMPUY","7802.47","","3.58","OTC","6","Basic Materials","Mining - Miscellaneous","","","","","","","","3.12",".99","","","","","","7787.14","3396.72802","3013.70605","","",".79585",".00802","3.63","2.19","80807","16.72","8.74","1.71","-26.33",".33","3959.84399","1091.42504","62.971","852.73"
"Incyte","INCY","15658.83","5.08","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","5.27","3.99","2.71","25.26","17.6","13.34","2.51","28.84","3.58","4.61","20230502","11.45","17.37","3807.33007","3394.64","599.63702","531.78198","10.03","18.34",".68366",".00688","3.54","3.5","1438349","86.01","66.18",".74","-12.56","0","4092.85009","1157.07702","30.083","222.96"
"Independent Bank","INDB","3059.91","1.81","3.24","NSDQ","12","Finance","Banks - Northeast","6.36","6.34","5.74","11.69","10.72","10.67","","10.07","1.07","4.04","20230420","9.32","11.24","796.06298","757.51","391.492","352.69299","34.83","36.94","3.77909",".03927",".89",".89","401322","91.51","65.28",".83","-19.58","2.2","14135.87988","15879.00976","113.37699","45.06"
"Informatica Inc.","INFA","4614.92","14.29","0","NYSE","12","Computer and Technology","Internet - Software",".93",".81",".76","20.83","19.98","17.54","2.21","33.51","2.59","3.07","20230426","-2.68","","1579.97998","1505.12","256.46099","43.823","-3.57","14.89","47",".88677","1.45","1.45","619701","23.72","15.15",".76","-.25","0","1398.75305","963.45599","1821.76","283.99"
"Infosys","INFY","70326.26","0","2.02","NYSE","3","Computer and Technology","Computers - IT Services",".79",".72",".71","23.66","23.37","21.37","2.34","20.61","7.79","3.92","20230412","31.23","10.8","18355.27929","16311","4502","4036","16.66","16.66","0","0","1.76","2","8923306","25.11","16.6","1","-6.72",".34","8865","4433","0","4186.09"
"ING Group","ING","42072.64","6.9","1.33","NYSE","12","Finance","Banks - Foreign","1.98","1.67","1.02","11.07","6.75","5.7",".25","9.11",".73","2.15","20230505","6.37","-.36","22066.77929","19559.27","33557.16015","32808.05078","19.6","19.6","62.72299","1.68265","1.09","1.09","5789881","14.64","8.39","1.59","-7.23",".15","924517.125","849792.6875","101059.20312","3726.54"
"Ingredion","INGR","6607.37","","2.83","NYSE","12","Consumer Staples","Food - Miscellaneous","9.03","8.32","7.27","13.45","12.04","11.09","","9.2","2.08",".83","20230504","15.7","5.32","","7946","982","767","6.19","6.28","38.63",".61334","1.76",".91","343025","104.44","78.99",".76","2.3","2.84","3309","1882","1940","65.96"
"Inspire Medical Systems","INSP","7234.44","118.52","0","NYSE","12","Medical","Medical Info Systems","-.47","-1.32","-2.26","","","","","","14.47","17.74","20230502","-12.66","67.24","570.11999","407.86","-40.73301","-42.591","-11","-11","0","0","8.66","8.47","320102","278.01","147.53","1.47","-1.4","0","530.03198","61.186","0","29.13"
"Instructure","INST","3607.23","-23.08","0","NYSE","12","Business Services","Technology Services",".96",".77","1.09","24.75","32.78","26.4","","16.87","2.82","7.59","20230501","8.4","","521.91601","475.19","124.607","-17.779","-7.21","30.93","28.27599",".39422",".85",".85","153400","28.16","16.06",".57","7.68","0","285.03601","334.057","503.08099","142.92"
"Intel","INTC","121462.32","-50","4.97","NSDQ","12","Computer and Technology","Semiconductor - General","1.82",".55","1.96","15.87","52.96","16.16","9.38","5.89","1.18","1.93","20230427","7.45","1.8","50827.48828","63054","20803","7768","12.71","12.04","26.732",".36485","1.57","1.16","49109760","52.25","24.9",".81","11.09","1.46","50407","32155","37684","4137"
"Intuit","INTU","120514.14","53.85",".73","NSDQ","7","Computer and Technology","Computer - Software","15.42","13.71","11.72","34.07","31.34","27.86","2.11","37.73","7.61","8.81","20230523","14.89","20.96","14145.31347","12726","3369","2623","14.22","26.21","29.33399",".41509","1.23","1.39","2036405","505.65","353.31","1.16","10.37","3.12","5047","3630","6415","280.55"
"Invitation Home","INVH","17999.94","2.38","3.53","NYSE","12","Finance","REIT and Equity Trust - Residential","1.91","1.79","1.66","17.63","16.49","15.38","2.48","17.35","1.74","8.04","20230426","3.89","8.8","2356.2749","2238.12","1252.97302","598.19201","17.1","17.89","34.45299",".52563",".1",".1","3711462","43.91","28.59",".89","-.67","1.04","262.86999","2716.60791","5426.44287","611.41"
"Indivior","INVVY","3067.09","","0","OTC","12","Medical","Medical - Drugs","1.84","1.28","1.15","25","17.58","12.23","","19.51","13.61","3.66","20230329","66.83","","997.65002","791","239","217","18.04","16.49","50.749","1.03043","1.7","","4281","26.07","14.85",".3","-.44","0","1444","804","239","136.32"
"Ionis Pharmaceuticals","IONS","4853.29","65.09","0","NSDQ","12","Medical","Medical - Drugs","-3.13","-2.97","-2.62","","","","","","8.42","8.25","20230503","-43.01","4.35","608.98699","587","-214.99601","-249.86301","-45.75","-45.75","67.36799","2.06448","7.07","7","940303","48.66","31.71",".57","-10.11","0","2202.69409","311.561","1182.71899","142.95"
"Samsara Inc.","IOT","9407.22","60","0","NYSE","1","Computer and Technology","Internet - Software","-.01","-.06","-.16","","","","","","10.03","14.42","","-21.2","","850.91198","652.54","-343.46201","-353.85001","-37.92","-9.95","0","0","2.17","","4922924","21.1","8.7",".92","45.86","0","1100.16699","338.27899","0","518.88"
"International Paper","IP","12070.9","26.09","5.37","NYSE","12","Basic Materials","Paper and Related Products","2.63","2.86","3.69","8.89","12.06","13.1","","5.55","1.44",".57","20230427","15.81","-2.24","19774.25195","21161","2876","1836","7.11","6.71","36.17499",".56678","1.35",".97","3274769","49.69","31.5","1.07","-.43","1.85","6770","5000","4816","350.08"
"Inter Parfums","IPAR","4486.27","108.82","1.79","NSDQ","12","Consumer Staples","Cosmetics","4.62","4","3.6","35.19","34.89","30.22","2.33","29.77","5.65","4.13","20230509","16.94","9.94","1201.78002","1086.65","220.35699","197.81799","11.13","11.69","16.12299",".19221","2.29","1.44","175896","141.73","64.74","1.01","44.76","2.5","787.72399","344.56698","151.494","32.11"
"The Interpublic Group of Companies","IPG","13494.18","0","3.54","NYSE","12","Business Services","Advertising and Marketing","3.04","2.81","2.75","12.74","12.49","11.54","2.71","9.64","3.67","1.23","20230427","30.58","3.33","10240.87402","10927.8","1770.59997","1443.59997","8.58","11.49","43.976",".7746","1.03","1.03","3907972","39.33","25.32","1.11","5.19","1.24","10325.20019","9983.20019","2870.69995","385.11"
"IPG Photonics","IPGP","5563.79","-309.89","0","NSDQ","12","Computer and Technology","Lasers Systems and Components","5.5","4.75","4.79","51.92","24.59","21.23","5.31","28.39","2.39","3.89","20230502","4.82","-.14","1415.14099","1429.55","273.915","183.35099","7.69","8.7","0","0","7.23","5.38","232807","133.51","83.02","1.23","23.4","0","1986.27404","274.64599","0","47.63"
"Inpex","IPXHY","14227.2","","1.48","OTC","12","Oils-Energy","Oil and Gas - Exploration and Production - International","","","","4.58","","","","3.76",".46",".9","20230329","10.56","","","11339.93","7539.93994","5713.82324","19.5","20.3","24.371",".32224","1.16","","66582","13.21","9.3","1.2","-3.93",".15","4511.07617","3033.281","9561.12792","1386.67"
"iQIYI","IQ","6472.82","0","0","NSDQ","12","Consumer Discretionary","Film and Television Production and Distribution",".51",".27","-.05","","25.02","13.41","","5.48","6.87","1.49","20230525","-2.07","3.94","4624.19677","4204.24","936.79901","101.24199","-.45","-.45","60.13399","1.50837",".49","","14986115","7.73","2.01",".52","29.06","0","2048.54492","4180.12109","1421.84594","946.32"
"IQVIA","IQV","35059.66","1.09","0","NYSE","12","Business Services","Technology Services","11.84","10.41","10.14","18.52","18.09","15.91","1.68","11.95","6.07","2.43","20230426","31.88","8.85","15248.92773","14410","2924","1779","7.57","13.44","68.59999","2.18473",".89",".89","1203995","252.29","171.86","1.4","-8.07","0","4981","5578","12595","186.14"
"Ingersoll Rand","IR","22284.78","14.29",".15","NYSE","12","Industrial Products","Manufacturing - General Industrial ","2.66","2.52","2.28","23.22","21.87","20.67","","16.67","2.41","3.77","20230503","9.99","25.41","6375.83007","5916.3","1278.19995","845.40002","10.22","16.4","22.68499",".2934","2.37","1.76","2950327","59.87","39.85","1.43","5.32",".08","3967.30004","1674","2716.10009","404.96"
"Iridium Communications","IRDM","7575.39","0",".87","NSDQ","12","Computer and Technology","Satellite and Communication",".16",".05",".08","855","1140","382.02","","23.74","6.66","10.51","20230418",".75","7.47","788.29302","721.03","382.18899","74.10299","1.21","1.21","56.581","1.30315","2.16","1.88","866125","64.99","33.3","1.11","16.44",".52","306.20401","141.57699","1470.68505","126.57"
"Iron Mountain","IRM","14675.7","4.26","4.9","NYSE","12","Finance","REIT and Equity Trust - Other","4.14","3.84","3.76","13.28","13.14","12.2","3.28","11.54","23.03","2.88","20230427","79.49","3.89","5529.56591","5103.57","1865.29101","1119.65197","10.91","10.05","94.32099","16.45974",".81",".81","1501394","57.72","43.59",".89","1.2","2.47","1547.14501","1917.56396","10481.45019","290.9"
"Independence Realty Trust","IRT","3415.78","0","3.68","NYSE","12","Finance","REIT and Equity Trust - Residential","1.22","1.15","1.08","14.09","13.27","12.48","6.64","9.12",".91","5.43","20230502","3.15","23.56","673.54901","628.53","464.19198","207.61399","18.66","18.66","0","0","0","0","2154370","28.15","14.77","1","-9.73",".56","0","2749.03491","0","224.43"
"iRhythm Technologies","IRTC","3662.48","-6.35","0","NSDQ","12","Medical","Medical Info Systems","-2.19","-2.86","-3.82","","","","","","15.22","8.91","20230504","-35.85","30.45","484.59201","410.92","-98.81701","-111.74801","-28.27","-21.12","12.715",".14567","3.24","3.07","445242","168.01","85.89","1.41","29.4","0","288.772","89.096","34.935","30.22"
"IVERIC bio","ISEE","3314.24","-27.03","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-1.36","-1.68","-1.43","","","","","","5.46","","20230503","-52.16","","9.7804","","-185.23","-185.211","","","15.29899",".18061","18.63","18.63","2496530","24.56","9.12","1.09","12.89","0","662.82598","35.587","96.568","137.12"
"Intesa Sanpaolo","ISNPY","47604.63","","4.39","OTC","12","Finance","Banks - Foreign","2.08","2.04","1.67","","7.22","7.08",".36","19.45",".69","","","","","24588.50585","23508.82","2522.19799","2522.19799","","","53.99","1.17344","1.3","","378097","16.58","9.61","1.15","10.03",".65","1050412","785148.5","104902","3238.41"
"Intuitive Surgical","ISRG","89812.9","-2.38","0","NSDQ","12","Medical","Medical - Instruments","6.06","5.27","4.71","54.67","48.66","42.31","4.08","52.85","8.15","14.43","20230418","11.27","14.08","6882.0039","6222.2","1999.19995","1606.80004","21.25","27.24","0","0","4.4","3.77","1483903","305.54","183.06","1.29","-3.37","0","6253","1422.09997","0","350.26"
"Isuzu Motors","ISUZY","9352.63","","1.46","OTC","3","Auto-Tires-Trucks","Automotive - Foreign","","","","8.3","","","","4.51",".89",".4","20230512","10.08","3.84","","22397.3","2750.81201","1837.05798","4.71","4.8","21.784",".2785","1.79","1.13","27142","13.27","10.52","1.12","3.62",".18","13267.62988","7993.93603","3405.66503","777.44"
"Gartner","IT","24675.73","43.97","0","NYSE","12","Business Services","Consulting Services","11.22","9.49","10.15","27.65","32.89","27.83","5.06","22.25","108.48","4.51","20230502","2645.96","7.2","5952.63476","5475.83","1349.91796","1153.39794","14.75","16.69","91.50499","10.77097",".77",".77","530199","356.27","224.07","1.28","-7.15","0","2786.10693","3597.60009","2453.60693","79.06"
"IntraCellular Therapies","ITCI","4452.43","27.42","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-1.15","-2.43","-2.84","","","","","","6.75","17.79","20230509","-35.89","","446.20498","250.31","-255.14701","-256.25","-102.37","-102.37","0","0","8.87","8.58","796804","65.64","42.7","1.13","-11.7","0","737.95697","83.236","0","95.28"
"Itochu","ITOCY","49821.02","","2.44","OTC","3","Retail-Wholesale","Retail - Miscellaneous","","","9.87","8.19","","","","4.98","1.23",".53","20230509","14.31","8.19","","100444","12936","9634","5.85","5.85","30.715",".44331","1.27","1.02","15899","69.31","48.39",".62",".59","1.53","39300","29827","19474","792.45"
"ITT","ITT","6673.06","4.03","1.44","NYSE","12","Conglomerates","Diversified Operations","5.29","4.84","4.39","18.17","16.67","15.25","1.35","13.93","2.96","2.23","20230502","17.63",".85","3215.1101","2987.7","575.59997","468.20001","12.28","12.43","0","0","1.55","1.1","587857","94.53","64.33","1.43","-.51","1.16","1836.80004","1185.5","0","82.7"
"Itau Unibanco","ITUB","42826","-6.25",".7","NYSE","12","Finance","Banks - Foreign",".77",".69",".61","7.28","6.3","5.7",".51","6.14","1.25",".78","20230508","17.95",".14","29742.02148","54883.77","24887.73632","23958.75195","10.51","21.2","70.51","2.39103","1.53","","37933196","5.99","4",".66","-7.22",".03","346632.40625","226875.20312","82135.20312","9800"
"ITV","ITVPY","4045.54","","6.63","OTC","12","Consumer Discretionary","Broadcast Radio and Television","","","","","","","","3.98","1.79","","","","","","4612.24","915.81701","739.80401","","","29.37299",".41588","1.34","","5321","11.05","6.23","1.65","11.42",".67","3104.97607","2312.91796","1006.57299","402.54"
"Illinois Tool Works","ITW","70659.84","-10","2.26","NYSE","12","Industrial Products","Manufacturing - General Industrial ","10.07","9.61","9.45","25.26","24.11","23.01","3.51","21.84","23.03","4.44","20230502","87.15",".61","16267.35742","15932","4455","4045","19.04","17.86","66.649","1.99838","1.41",".95","1201598","250.54","175.97","1.1","5.14","5.24","6270","4460","6173","305.07"
"","IVV","296636.81","","2.02","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","5242483","463.67","357.98","1","3.45","8.04","","","","746.35"
"Invesco","IVZ","6844","8.33","4.98","NYSE","12","Finance","Financial - Investment Management","1.93","1.6","1.67","8.96","9.42","7.79","1.35","5.58",".57","1.13","20230425","8.58","5.52","4410.97998","6048.9","1528.19995","1332.90002","15.22","21.74","36.423",".68266","4.44","4.44","5512779","23.42","13.7","1.35","-16.34",".75","12636.2998","2844.30004","8078","454.75"
"","IWD","49103.18","","2.74","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","2315972","168.89","135.99",".96","-3.48","4.02","","","","335.45"
"","IWF","61274.97","","1.04","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","1269165","285.14","207.03","1.08","10.49","2.47","","","","258.85"
"","IWM","50506.26","","1.87","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","39216372","211.71","163.9","1.15","-1.47","3.22","","","","294"
"","IWN","10905.66","","2.75","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","1708562","166.04","128.93","1.16","-4.62","3.64","","","","82.45"
"","IWO","9071.79","",".93","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","482269","264.27","194.2","1.15","1.53","2.03","","","","41.65"
"","IWP","11498.37","",".9","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","648988","103.43","75.41","1.09","4.08",".78","","","","132.15"
"","IWR","26461.96","","1.99","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","1501857","79.88","62.09","1.09","-1.14","1.33","","","","396.85"
"","IWS","12054.11","","2.49","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","412101","122.06","96.05","1.09","-3.92","2.52","","","","119.1"
"Orix Corp Ads","IX","19489.7","-20.78","3.22","NYSE","3","Finance","Financial - Miscellaneous Services","11.12","9","11.27","8.12","9.16","7.41",".47","3.47",".82",".96","20230510","9.21","-1.87","21257.82031","22451.41","8040.78515","5100.66113","11.9","11.91","58.637","1.41733","1.73","1.7","22586","102.23","68.87",".86","2.4","2.65","83341.82031","48345","39400.71093","236.38"
"","IYR","3122.7","","3.6","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","9699163","112.38","76.97",".9","-4.16","2.91","","","","38.7"
"","IYW","10063.09","",".53","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","917888","106.45","70.72","1.15","20.89",".48","","","","111.75"
"JACOBS SOLUTNS","J","14235.05","3.73",".93","NYSE","9","Business Services","Technology Services","8.19","7.39","6.93","15.94","15.2","13.71","1.48","11.96","2.28",".93","20230502","14.84","1.98","15929.01953","14922.83","1277.64904","976.59301","4.21","5.91","39.455",".55093","1.48","1.45","776858","148.16","108.49",".86","-6.44","1.04","4721.99414","3250.84497","3357.2561","126.71"
"JAPAN TOB","JAPAY","36798.28","38.1","1.89","OTC","12","Consumer Staples","Tobacco",".77",".91",".96","11.65","11.4","13.47","","7.86","1.32","1.79","20230327","11.88","1.49","20152.03906","20463.22","6416.33789","4714.11914","15.34","15.34","16.648",".19973","1.78","","68987","10.72","8.01",".39","3.39",".2","21123.73046","13652.96972","7059.06103","3548.53"
"Jazz Pharmaceuticals","JAZZ","8947.4","-113.73","0","NSDQ","12","Medical","Medical - Drugs","19.87","17.59","13.52","10.76","8.03","7.11",".67","6.4","2.88","2.45","20230503","24.04","17.67","3793.68188","3659.37","544.92901","-84.542","-6.12","25.51","64.85099","1.84505","2.79","2.03","625563","168.66","126.59",".73","-11.32","0","2606.13989","933.19299","5693.34082","63.33"
"J.B. Hunt Transport Services","JBHT","17236.2","-21.63","1.01","NSDQ","12","Transportation","Transportation - Truck","9.93","9.23","9.73","18.05","17.99","16.73","1.2","10.66","4.69","1.16","20230417","28.2","14.22","14553.55664","14814","1977.14196","1332.62194","6.54","6.54","25.60099",".3441","1.41","1.38","759397","210.18","154.88","1.14","-4.74","1.68","2211.77807","1568.23095","1261.73803","103.77"
"Jabil","JBL","11111.14","2.17",".38","NYSE","8","Computer and Technology","Electronics - Manufacturing Services","8.98","8.36","7.47","10.1","9.97","9.28",".83","5.97","4.16",".32","20230615","39.8","10.1","34505.83984","33478","2307","1382","2.74","3.27","49.076",".96372","1.04",".57","1430443","85.27","50.52","1.43","22.24",".32","13908","13697","2575","133.27"
"JBS","JBSAY","7774.5","","10.08","OTC","12","Consumer Staples","Food - Meat Products","","","","2.61","","","","1.52",".82",".11","20230510","32.73","","","72601.71","6711.42187","5038.57617","4.13","4.13","64.549","1.82075","1.48","","276347","16.69","6.98",".98","-17.53",".71","15551.48046","11083.20996","14935.90039","1109.06"
"John Bean Technologies","JBT","3287.68","3.47",".39","NYSE","12","Industrial Products","Manufacturing - Thermal Products","6.05","5.29","4.67","21.72","19.56","17.09","1.24","14.07","3.82","1.52","20230425","18.85","1.52","2342.48193","2166","249.5","168.39999","6.03","7.05","53.11399","1.13283","1.4",".88","183793","125.94","82.39","1.39","13.18",".4","869.59997","621.20001","977.29998","31.81"
"Johnson Controls International","JCI","35996.39","1.52","2.47","NYSE","9","Industrial Products","Security and Safety Services","3.95","3.48","3","18.55","16.72","14.74","1.23","13.7","2.32","1.41","20230503","12.51","-4.71","26758.16406","25299","2540","1710","4.98","8.52","31.10199",".45142","1.02",".82","4084266","69.57","46.3","1.23","-9.02","1.44","11685","11239","7426","618.18"
"JD.com","JD","54561.28","34.62","0","NSDQ","12","Retail-Wholesale","Internet - Commerce","3.38","2.83","2.44","15.56","14.26","11.9","","6.56","1.39",".35","20230516","8.36","25.72","169519.5","151690","763","2317",".94","2.67","10.12699",".11051","1.32","1.02","11138558","66.47","36.66",".48","-28.22","0","50901","38648","4383","1354.21"
"Jefferies Financial Group","JEF","6695.2","0","4.08","NYSE","11","Finance","Financial - Miscellaneous Services","4.59","3.21","3.21","8.73","9.15","6.4","","6.4",".65","1.1","20230328","8.34","-3.57","5386.333","5978.84","1244.90502","1055.56201","12.9","14.3","49.942",".9849","1.16","1.16","2246948","40.47","26.32","1.42","-14.18","1.2","29326.71093","25244.78906","10140.11035","227.57"
"Jiangsu Expressway Co.","JEXYY","4934.47","","6.18","OTC","12","Construction","Building Products - Heavy Construction","","","","","","","","","","","","","","","","","","","","","","","","12","21.3","13.76",".41","11.91","1.21","","","","251.89"
"Jfe Holdings","JFEEF","7151.93","","0","OTC","3","Basic Materials","Steel - Producers","1.63","1.89","4.05","3.23","6.57","7.62","","1.49",".45",".18","20230328","13.02","1.91","39195.16015","38884.71","5820.80517","3575.48608","5.51","5.51","41.60599",".71249","1.65",".78","60","13.95","9.43",".72","15","0","21294.40039","13295.17968","13436.67968","575.84"
"Janus Henderson Group","JHG","4235.88","41.86","6.1","NYSE","12","Finance","Financial - Investment Management","2.34","2.07","2.41","9.83","12.37","10.91","12.13","8.45",".97","1.92","20230503","9.79","3.44","2033.97497","2203.6","455.5","388","15.52","19.39","11.03999",".07048","3.63","2.65","1474635","36.08","19.81","1.45","8.72","1.56","2214.80004","610.5","307.5","165.66"
"James Hardie Industries","JHX","9376.39","","1.02","NYSE","3","Construction","Building Products - Miscellaneous","1.14","1.36","1.42","14.71","15.52","18.45","5.52","11.97","5.98","2.45","20230515","44.72","13.57","4002.5","3614.7","844.20001","682.40002","12.61","16.64","38.69699",".63124","1.48","1.1","71233","33.66","17.47","1.39","17.22",".22","1124","769.90002","878.79998","445.86"
"Jack Henry & Associates","JKHY","10747.2","-.9","1.41","NSDQ","6","Computer and Technology","Electronics - Miscellaneous Services","5.32","4.82","4.84","30.55","30.55","27.66","3.39","19.85","7.11","5.39","20230502","24.81","6.06","2050.64892","1942.88","652.27502","474.651","17.66","17.66","15.39799",".18199","1.15","1.13","832121","211.07","141.27",".64","-16.13","2.08","613.52398","543.83001","115","72.99"
"Jones Lang LaSalle","JLL","6542.9","-2.46","0","NYSE","12","Finance","Real Estate - Operations","18.4","14.77","15.81","8.75","9.31","7.47","","5.99","1.06",".31","20230508","12.55","10.89","21220.47265","20862.1","1383.30004","1069.40002","3.14","3.72","20.6",".25829","1.88","1.88","370723","246.06","137.2","1.29","-13.75","0","5937.60009","3150.80004","1586.59997","47.6"
"Jardine Matheson","JMHLY","13793.08","","6.51","OTC","12","Conglomerates","Diversified Operations","","","","","","","","9.18",".24","","","","","","37724","6736","4507","","","18.42",".22579","1.29","","12702","59.26","45.43",".23","-6.13","3.1","20651","16047","12549","289.65"
"Johnson Matthey","JMPLY","4385.38","","2.18","OTC","3","Basic Materials","Chemical - Diversified ","4.91","4.47","5.41","","10.7","9.73","","5.41","1.46","","","","","4984.77001","21895.86","663.77899","404.277","","","30.443",".43767","1.38",".84","5003","60.35","38.9","1.26","-7.28","1.04","5714.50683","4305.00097","1227.854","91.73"
"Johnson & Johnson","JNJ","397544.22","5.86","2.96","NYSE","12","Medical","Large Cap Pharmaceuticals","10.94","10.5","10.04","15.02","14.53","13.96","2.63","11.73","5.2","4.19","20230418","35.76","4.37","97730.36718","94943","28971","22001","18.9","28.48","25.93099",".35008",".99",".77","8585229","186.01","151.05",".54","-13.59","4.52","55294","55802","26888","2604.29"
"","JNK","6684.08","","6.27","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","10124010","103.11","87.45",".45",".27","5.66","","","","74.07"
"Juniper Networks","JNPR","10587.01","0","2.69","NYSE","12","Computer and Technology","Wireless Equipment","2.49","2.26","1.95","16.67","14.43","13.11","2.07","14.87","2.37","2","20230425","10.91","1.56","5761.625","5301.2","754","536.29998","8.88","12.12","26.353",".35782","1.74","1.44","3433069","37.69","25.81",".94","2.25",".88","3617.10009","2078.8999","1601.30004","323.96"
"JPMorgan Chase & Co.","JPM","367654.47","14.79","3.2","NYSE","12","Finance","Banks - Major Regional","13.38","12.88","11.69","10.34","9.69","9.34","1.94","8.19","1.38","2.38","20230414","14.68","1.12","141317.59375","154792","69232","62181","24.34","29.27","51.34299","1.11677",".84",".84","19841388","143.8","101.96","1.12","-6.85","4","2577735","3064936","295865","2943.35"
