Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"lululemon athletica","LULU","48157.25","3.53","0","NSDQ","1","Consumer Discretionary","Textile - Apparel","13.45","11.62","9.93","37.57","32.6","28.16","1.63","29.28","14.7","5.94","20230601","44.01","24.7","9370.45605","8110.52","1624.36206","1332.57104","10.54","15.89","0","0","2.12","1.15","1218841","386.71","257.51","1.39","18.2","0","3159.45288","1492.19799","0","127.17"
"Lundin Mining","LUNMF","6013.13","-23.81","3.39","OTC","12","Basic Materials","Mining - Non Ferrous",".85",".79",".63","19.48","9.86","9.16","3.2","5.79","1.11","2.15","20230726","5.84","17.26","","3041.2","1152.91101","598.16101","8.15","11.17",".49849",".005","1.28",".97","42948","9.11","4.58","1.57","26.87",".26","1218.76904","950.14801","27.179","771.9"
"Southwest Airlines","LUV","17828.39","-28.57","2.4","NYSE","12","Transportation","Transportation - Airline","3.92","2.62","1.45","26.05","11.44","7.64",".36","8.58","1.73",".72","20230727","6.99","-3.41","26725.54101","23814","2380","1029","2.65","3.03","43.708",".77645","1.26","1.35","7365130","45.86","28.54","1.14","-11.02",".72","14808","10378","8046","595.07"
"LVMH Moet Hennessy Louis Vuitton","LVMUY","471875.28","","1.33","OTC","12","Consumer Discretionary","Textile - Apparel","8.14","7.26","6.08","","25.88","23.1","1.73","22.44","8.2","","","","","94842.01562","83442.75","27494.06445","20596.59179","","","","","","","162066","199.24","112.68","1.07","29.76","2.5","40581.51171","33113.78906","14392.41015","2510.24"
"Las Vegas Sands","LVS","46345.41","64.71","0","NYSE","12","Consumer Discretionary","Gaming","3.02","1.82","-1.19","","33.3","20.11","7.18","201.47","12.1","8.77","20230719","-10.21","-29.16","9590.69531","4110","463","-685","-10.42","-7.47","78.48899","3.64873","1.79","1.72","4389881","64.86","30.6","1.16","26.15","0","6744","3902","13947","764.27"
"Lamb Weston","LW","16586.96","45.92",".98","NYSE","5","Consumer Staples","Food - Miscellaneous","4.94","4.51","1.93","27.7","25.25","23.05",".59","33.14","23.2","3.45","20230726","110.4","4.4","5310.11816","4098.9","636.5","444.39999","11.27","12.39","81.57099","4.42627","2.59","1.55","950853","114.28","62.4",".53","27.4","1.12","1659.59997","699.09997","2695.80004","145.7"
"LyondellBasell Industries","LYB","29287.68","38.89","5.29","NYSE","12","Basic Materials","Chemical - Diversified ","9.83","9.7","12.26","8.23","9.28","9.16","1.16","5.45","2.3",".62","20230804","28.95","7.81","43364.75","50451","6344","5063","6.4","7.58","45.693",".83243","1.85","1.04","1626271","117.08","72.2","1.21","8.44","4.76","11845","6760","10540","325.27"
"Lyft","LYFT","3153.22","188.89","0","NSDQ","12","Computer and Technology","Internet - Services",".53",".14",".41","","60.53","15.87","","","8.25",".75","20230803","-151.57","9.02","4339.22705","4095.14","-1421.573","-1558.90406","-37.33","-22.48","67.50099","2.07704",".81",".82","23572606","20.28","8.19","1.74","-24.32","0","2582.85888","3132.56298","803.20697","378.08"
"Lloyds Banking Group","LYG","37788.89","42.86","6.63","NYSE","12","Finance","Banks - Foreign",".47",".42",".35","5.72","5.45","4.87",".96","4.2",".65","1.19","20230726","11.52","6.73","23037.85937","7185.59","14195.90039","11232.28808","21.31","21.31","64.62699","1.82705","1.16","1.47","12253026","2.6","1.71","1.28","4.09",".15","912547.8125","618885.375","104578.70312","16501.7"
"Lynas","LYSDY","4585.03","","0","OTC","6","Basic Materials","Mining - Miscellaneous","","",".53","","","","","8.98","3.71","","","","","","839.27","395.59799","395.59799","","","","","","8.75","96460","7.15","4.03","1.26","-6.65","0","844.20898","89.69","121.18","933.82"
"Live Nation Entertainment","LYV","19570.2","44.44","0","NYSE","12","Consumer Discretionary","Leisure and Recreation Services","1.15",".4",".56","119.01","213.02","73.27","","23.18","245.44","1.09","20230803","226.22","-3.63","18529.60937","16681.25","1329.39697","783.92999","1.9","1.9","98.92099","82.73204","1.08",".98","1938138","99.04","65.34","1.29","21.16","0","8159.52197","8303.31542","5283.46679","231.6"
"Lonza Group","LZAGY","47272.77","",".14","OTC","12","Medical","Medical - Products","2.23","1.74","1.56","","36.41","28.47","","44.23","4.23","","","","","7318.8999","6521.8","1368.71899","1616.91003","","","12.718",".14571","1.86","1.27","46731","65.8","44.17",".97","30.22",".09","5990.84423","3227.53198","1628.43701","744.69"
"Macy's","M","4321.83","19.75","4.17","NYSE","1","Retail-Wholesale","Retail - Regional Department Stores","3.82","3.73","4.17","3.54","4.25","4.15",".35","2.02","1.06",".18","20230601","35.06","-1.45","23930.28125","24442","2561","1693","4.82","5.15","42.32799",".73395","1.2",".33","10016268","24.46","14.75","1.81","-23.15",".66","5853","4861","2996","272.33"
"Mastercard","MA","371577.16","3.32",".58","NYSE","12","Business Services","Financial Transaction Services","14.31","12.27","10.57","36.67","31.95","27.39","1.83","29.56","68.99","16.28","20230727","169.12","9.54","25156.51171","22237","14539","12203","42.33","45.21","73.97899","2.83921","1.2","1.17","2513805","392.02","283.38","1.11","12.74","2.28","16606","14171","13749","947.85"
"MidAmerica Apartment Communities","MAA","17309.97","1.33","3.77","NYSE","12","Finance","REIT and Equity Trust - Residential","9.35","9.15","8.46","16.84","16.21","15.86","8.11","14.43","2.72","8.35","20230726","11.01","5.7","2154.91992","2019.87","1351.80395","801.73602","31.92","33.03","40.82699",".68994",".28",".1","574940","188.69","139.99",".77","-5.48","5.6","61.07099","615.84301","4414.90283","116.66"
"Main Street Capital","MAIN","3158.32","0","6.88","NYSE","12","Finance","Financial - SBIC & Commercial Industry","3.81","3.96","3.2","10.96","9.91","10.3","","12.22","1.44","7.56","20230803","13.49","11.17","482.89001","376.86","346.07","343.207","61.28","65.61","13.12199",".15104",".07",".07","326008","45.28","32.57","1.3","6.22","2.7","131.852","1789.385","343.914","80.47"
"Marks and Spencer Group","MAKSY","4038.24","","0","OTC","3","Retail-Wholesale","Retail - Supermarkets",".42",".35",".4","","11.58","9.79",".49","3.15","1.14","","20230704","","","14808.82031","14866.87","1525.32604","827.81201","","","53.72999","1.16121",".88","","18574","4.33","2.05","1.64","33.01","0","2980.58496","3238.03906","4863.61376","982.54"
"ManpowerGroup","MAN","3722.45","-.62","3.68","NYSE","12","Business Services","Staffing Firms","7.14","6.22","8.56","8.97","11.87","10.35","6.71","6.98","1.49",".19","20230718","17.48","-2.03","18730.4746","19827.5","666.29998","581.70001","1.85","2.21","27.92799",".3875","1.24","1.21","462940","91.5","64.59","1.66","-11.29","2.72","5934.3999","4911.70019","959.90002","50.43"
"Manhattan Associates","MANH","10931.71","23.08","0","NSDQ","12","Computer and Technology","Computer - Software","3.28","2.87","2.44","59.54","61.35","53.73","","83.79","60.37","13.51","20230725","67.34","6.7","860.21697","767.08","164.78399","158.121","16.95","16.95","0","0","1.15","1.32","367610","176.24","108.5","1.58","45.17","0","415.375","315.595","0","62.03"
"Manchester United","MANU","3103.79","-600",".48","NYSE","6","Consumer Discretionary","Leisure and Recreation Services","-.13","-.26","-.34","","","","","21.22","24.08","4.31","20230525","-45.01","-2.95","747.02502","776.37","-7.69601","-199.163","-20.86","-10.97","82.995","4.88057",".4",".47","1502128","26.84","10.51",".69","-19.25",".09","315.686","658.68402","705.96899","164.74"
"Marriott International","MAR","54919.23","12.37",".88","NSDQ","12","Consumer Discretionary","Hotels and Motels","8.98","8.39","6.58","24.01","21.58","20.15","1.39","23.29","392.28","2.48","20230801","272.54","-5.84","23444.6289","20773","3799","3517","12.34","10.88","98.65899","73.56428",".47",".45","1762425","181.27","133.06","1.57","21.59","1.6","3313","7339","9380","303.35"
"Marubeni","MARUY","24456.9","","3.17","OTC","3","Conglomerates","Diversified Operations","","19.51","24.64","6.14","7.38","","3.39","4.95","1.23",".36","20230804","19.42","2.51","","68027.88","6173.62695","4900.58007","5.91","5.91","35.618",".55322","1.28","","4759","146.5","85.73",".92","25.72","4.57","39431.28906","32690.31054","15097.08984","169.84"
"Masco","MAS","12064.75","33.85","2.13","NYSE","12","Construction","Building Products - Miscellaneous","3.75","3.35","3.74","14.73","16","14.29","3.5","11.56","","1.43","20230727","-237.83","1.52","7899.06982","8680","1472","1301","9.65","9.85","","-21.04286","1.56",".91","1837725","57.84","42.91","1.18","14.85","1.14","2946","1889","2946","225.09"
"Masimo","MASI","8618.94","4.82","0","NSDQ","12","Medical","Medical - Instruments","5.31","4.76","4.44","35.97","34.34","30.75","","21.99","6.48","3.75","20230808","19.32","20.07","2432.95605","2035.8","330.89999","193.39999","5.16","10.78","40.28599",".67465","2.16","1.28","466840","196.47","110.88",".87","10.38","0","1308.59997","630","941.59997","52.78"
"Mattel","MAT","6728.72","7.69","0","NSDQ","12","Consumer Discretionary","Toys - Games - Hobbies","1.44","1.16","1.35","20.22","16.43","13.23","3.24","10.65","3.47","1.29","20230720","17.52","5.67","5424.95996","5434.7","819.33197","637.15301","5.11","6.47","54.562","1.20079","2.44","1.54","2704195","25.12","16","1.17","6.56","0","2729.03491","1187.74804","2325.64404","353.96"
"Marui Group Co.","MAURY","3729.04","","1.72","OTC","3","Retail-Wholesale","Retail - Regional Department Stores","","","","22.98","","","","14.44","1.6","2.06","20230525","","","","1864.55","334.16799","234.30099","","","","","","","1089","38.9","29.65",".52","8.31",".62","5767.458","2368.00488","3230.69995","104.02"
"Man Wah Holdings","MAWHY","3456.85","","3.85","OTC","3","Consumer Discretionary","Furniture","","","","","","","","11.18","","","20230515","","","","2269.59","380.83401","316.871","","","","","","","0","23.05","13.56","1.47","2.2",".68","1095.49194","758.79901","2.7743","196.08"
"","MBB","26354.94","","2.74","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","1571737","100.53","88.67",".11",".91","2.56","","","","281.6"
"Mercedes-Benz Group AG","MBGAF","81361.14","7.9","0","OTC","12","Auto-Tires-Trucks","Automotive - Foreign","14.13","14.17","14.39","5.23","5.37","5.38","3.18","3.67",".89",".51","20230726","18.09","-3.82","167224.5","158085.41","28712.70117","21842.17578","9.79","9.79","41.75999",".71702","1.16",".87","37048","80.88","50.71","1.27","16.28","0","108388","93141.39843","65376.92968","1069.84"
"Mobileye Global Inc.","MBLY","31362.78","7.69","0","NSDQ","12","Auto-Tires-Trucks","Automotive - Original Equipment",".79",".63",".69","","62.41","49.4","3.55","26.76","2.12","","20230727","","","2100.80395","1869","559","-8","","","0","0","3.96","3.65","3319846","47.02","25.49","","11.55","0","1516","384","0","801.91"
"McDonald's","MCD","214665.83","13.85","2.07","NYSE","12","Retail-Wholesale","Retail - Restaurants","12.08","11.03","9.95","28.14","26.66","24.34","3.1","23.02","","9.17","20230725","-124.87","2.85","24964.8789","23182.6","10903","9032.40039","29.36","32.95","","-6.3371","1.47","1.41","2536206","298.07","229",".63","11.58","6.08","5424.20019","3802.10009","35903.5","730.03"
"Microchip Technology","MCHP","42892.42","1.23","1.83","NSDQ","3","Computer and Technology","Semiconductor - Analog and Mixed","6.41","6.21","6","12.98","12.61","12.21",".75","11.13","6.59","5.08","20230801","51.12","12.19","8761.33007","8438.7","2939.3999","1739.5","26.52","37.72","43.631",".77402",".98",".56","5029389","86.52","56.14","1.58","11.46","1.43","3069.30004","3118.60009","5041.70019","547.8"
"McKesson","MCK","53950.71",".42",".54","NYSE","3","Medical","Medical - Dental Supplies","30.38","26.49","25.94","15.31","15.02","13.1","1.39","12.35","",".19","20230802","-234.22","6.48","289624.625","276711","5558","4878","1.29","1.33","","-7.55101",".92",".51","1085538","400.96","300.57",".58","6.06","2.16","44292","47957","11251","135.6"
"Moody's","MCO","57646.52","29.44",".98","NYSE","12","Finance","Financial - Miscellaneous Services","11","9.77","8.39","36.28","32.14","28.57","2.92","30.08","18.85","10.64","20230725","59.87","7.05","5860.25781","5468","2322","1991","25.42","29.45","69.484","2.27697","1.48","1.72","747168","329.49","235.25","1.3","12.75","3.08","4094","2375","7389","183.5"
"MongoDB","MDB","20291.18","714.29","0","NSDQ","1","Computer and Technology","Internet - Software","1.47","1.03",".31","376.26","281.62","197.59","","","27.39","15.8","20230601","-48.38","51.18","1497.32495","1284.04","-290.9","-323.45701","-26.9","-26.04","60.652","1.5414","3.8","3.8","1718055","380.31","137.35","1.06","47.19","0","2236.58398","588.51202","1139.88","70.04"
"M.D.C.","MDC","3176.96","145.45","4.6","NYSE","12","Construction","Building Products - Home Builders","3.9","3.23","8.14","6.46","13.45","11.13","","5.39","1.01",".58","20230727","16.34","19.16","3990.208","5717.99","783.315","759.854","8.99","8.99","34.011",".51541","9.12","2.84","723178","43.45","27.42","1.37","37.5","2","5259.10986","613.15997","1658.328","73.12"
"Madrigal Pharmaceuticals","MDGL","5056.77","15.06","0","NSDQ","12","Medical","Medical - Drugs","-9","-18.92","-16.67","","","","","","33.67","","20230803","-285","","161","","-290.12201","-291.38599","","","35.867",".55925","3.37","3.12","370910","312","58.39","-.61","-4.74","0","361.36898","115.89399","49.289","18.29"
"Mondelez International","MDLZ","105230.41","11.25","1.99","NSDQ","12","Consumer Staples","Food - Miscellaneous","3.47","3.2","2.94","25.5","24.16","22.24","3.02","20.3","3.72","3.2","20230725","15.24","4.71","35338.92968","31496","4758","3651","11.99","12.68","39.624",".65629",".68",".4","5793758","78.36","54.83",".65","15.93","1.54","10091","16731","20251","1361.85"
"Medtronic","MDT","118434.31","3.17","3.06","NYSE","4","Medical","Medical - Products","5.61","5.23","5.28","16.96","17.01","15.86","2.13","11.69","2.29","3.85","20230525","13.37",".74","32314.9707","31686","8777","6070","13.2","22.72","30.083",".43027","1.76","","6122596","105.59","76.13",".71","14.54","2.72","23059","12394","20372","1330.42"
"MDU Resources Group","MDU","5903.48","19.61","3.07","NYSE","12","Utilities","Utility - Gas Distribution","2.06","2.01","1.76","14.94","14.46","14.07","2.51","8.31","1.65",".81","20230803","11.25","9.25","","6973.9","910.61901","581.33197","5.13","5.41","43.645",".77447","1.29","1.1","1062928","32.08","25.5",".75","-4.45",".89","2011.74804","1479.60302","2763.39404","203.64"
"Medpace","MEDP","6378.58","28.98","0","NSDQ","12","Medical","Medical Services","9.19","8.1","6.97","26.47","25.8","22.76","","24.35","18.37","4.08","20230724","75.2","21.58","1764.65002","1460","307.48599","285.76501","16.44","16.44","0","0",".42",".42","388324","239.52","131.45","1.42","-1.54","0","333.962","803.46997","0","30.5"
"MercadoLibre","MELI","66901.13","30.59","0","NSDQ","12","Retail-Wholesale","Internet - Commerce","25.8","16.36","8.26","109.13","81.42","51.64","1.72","75.73","32.83","5.91","20230802","34.92","63.59","13283.03222","10537","1504","1101","5.46","5.46","55.066","1.22549","1.28","1.26","431929","1332.49","612.7","1.57","57.46","0","10953","8562","2627","50.21"
"MetLife","MET","39730.79","-17.84","4.01","NYSE","12","Finance","Insurance - Multi line","9.07","7.91","7.01","8.26","6.56","5.72",".69","7.69","1.23",".57","20230802","16.86",".85","69078.10937","69898","2572","2859","2.8","7.42","32.097",".47268",".13",".13","6880117","76.95","49.12","1.05","-28.31","2.08","55747","430681","15363","765.82"
"Meta Platforms","META","632610.38","34.69","0","NSDQ","12","Computer and Technology","Internet - Software","14.8","12.04","8.96","25.34","20.5","16.68","1.05","18.16","5.07","5.39","20230726","20.67","23.08","127046.61718","116609","37505","28819","18.27","22.04","7.36709",".07953","2.07","2.2","25510316","246.85","88.91","1.2","105.13","0","59549","27026","9923","2562.73"
"Manulife Financial Corp","MFC","35625.59","1.75","5.68","NYSE","12","Finance","Insurance - Life Insurance","2.61","2.43","2.25","8.21","7.93","7.39",".79","6.83","1.15","","20230809","12.77","","44300.63671","13189.35","8278.12988","7766.61181","","","11.328",".14796","","","3292524","20.17","15.36","1.11","8.18","1.1","90906.36718","0","4795.19287","1845.89"
"Mizuho Financial Group","MFG","38586.19","57.14","3.02","NYSE","3","Finance","Banks - Foreign",".35",".35",".34","8.69","8.56","8.69","1.29","7.11",".57",".9","20230804","6.26","1.83","","42774.47","2525.36596","492.63299","9.53","9.75","58.81999","1.42839",".95","","827333","3.29","2.12",".46","7.04",".09","1608714","1808287","111946.10156","12692.83"
"Magna International","MGA","15021.4","16.84","3.5","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","6.67","4.82","4.42","13.39","10.9","7.88",".53","5.81","1.31",".39","20230804","10.05","-2.21","41256.26171","37840","2346","959","1.12","2.91","28.14399",".39167","1.26",".76","1412724","67.68","47.19","1.59","-6.55","1.84","12525","10998","2847","286.12"
"Michelin","MGDDY","21423.52","","3.48","OTC","12","Auto-Tires-Trucks","Rubber - Tires","1.73","1.6","1.24","","9.38","8.67",".26","6.26","1.19","","","","","31492.38476","20742.79","5016.18994","3050.17211","","","3.87509",".04031","1.67",".97","106878","16.58","10.73","1.11","7.99",".52","15881.96972","9522.43652","726.984","1428.23"
"MGM Resorts International","MGM","15621.53","1000","0","NYSE","12","Consumer Discretionary","Gaming","2.31","1.89","1.27","","22.74","18.59","","3.31","2.99","1.1","20230802","-1.33","-1.4","15154.77343","13127.49","5013.57177","1498.75305","13.84","-.55","56.74599","1.3101","2.19","1.78","4755997","46.04","27.17","2.06","28.06","0","8154.69189","4515.89208","7432.81689","363.8"
"Magnolia Oil & Gas Corp","MGY","4165.27","5.66","2.34","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","3.08","2.54","4.35","5.16","7.73","6.38","","3.92","2.36","2.56","20230801","48.98","22.29","1370.776","1694.49","1329.33496","1080.32897","50.72","47.06","18.117",".22125","2.64","2.5","1809107","29.73","18.31","2.15","-16.21",".46","850.747","340.27301","390.38299","211.97"
"Mohawk Industries","MHK","6271.8","36.72","0","NYSE","12","Consumer Discretionary","Textile - Home Furnishing","11.49","9.48","12.84","9.1","10.39","8.57","2.32","2.96",".77",".54","20230727","8.47","4.5","11150.98144","11737.07","1527.06604","235.83099","-1.21","5.98","21.84099",".27944","1.83","1.01","613482","141.77","87.98","1.27","-3.65","0","5895.09912","3070.28491","1978.56298","63.68"
"Mitsubishi Heavy Industries","MHVYF","13316.06","102.7","0","OTC","3","Industrial Products","Manufacturing - General Industrial ","4.09","3.5","2.94","10.41","11.33","9.69","","6.28","1.05","","20230525","9.77","","33003.26171","34386.66","2679.41601","1569.95495","3.87","3.87","31.864",".46764","1.16","","722","41.62","32.92",".61",".63","0","22903.23046","20268.98046","6320.95703",""
"The Middleby","MIDD","7611.47","13.47","0","NSDQ","12","Industrial Products","Manufacturing - General Industrial ","10.99","9.92","8.98","15.51","14.34","12.95","","12.14","2.67","1.88","20230803","18.71","9","4194.93798","4032.85","791.453","653.39202","11.12","12.23","48.435",".93928","2.08",".94","573932","160.87","123.55","1.52","6.22","0","2005.99597","988.28399","2676.74096","53.51"
"Mitsubishi Electric","MIELF","27677.42","350","2.02","OTC","3","Computer and Technology","Electronics - Miscellaneous Products",".98",".87",".15","17.19","14.82","13.15","","7.5","1.22",".75","20230727","6.76","-1.63","37786.1289","37036.65","4390.26416","2513.31591","4.27","4.27","5.48999",".05808","1.87","","348","12.89","8.87",".67","30.24",".26","27503.63085","14655.83007","1390.60705","2147.2"
"Mitsubishi Estate Co.","MITEY","15467.69","","1.49","OTC","3","Finance","Real Estate - Development","",".98",".88","11.23","11.92","","","7.32",".9","1.51","20230804","7.92","-.81","","10198.68","3280.94995","2443.23706","12.15","13.48","54.86199","1.21541","2.08","","107997","15.56","11.68",".43","-9.46",".17","12075.41992","5616.2832","25246.14648","1324.29"
"Mitsui & Co.","MITSY","49003.94","6.3","2.53","OTC","3","Industrial Products","Metal Products - Distribution","100.97","93.89","114.99","6.02","6.85","6.37","6.01","4.88","1.1",".46","20230801","18.45","19.75","5608.95019","105896","13422.97753","10785.05371","7.9","7.9","37.963",".61193","1.46","","3724","648.88","409",".76","10.04","16.24","50878.48046","33896.76953","37249.83984","76.21"
"McCormick & Company","MKC","23759.97","20.41","1.76","NYSE","11","Consumer Staples","Food - Miscellaneous","2.9","2.61","2.66","35.57","33.96","30.5","4.91","26.85","4.86","3.72","20230705","14.34","5.01","6756.10693","6350.5","1162.5","961.90002","10.42","10.55","42.548",".74059",".73",".3","1160330","93.71","70.95",".58","6.86","1.56","2386.69995","3432.3999","3642.30004","268.23"
"McCormick & Company, Incorporated","MKC.V","23531.84","","1.78","NYSE","11","Consumer Staples","Food - Miscellaneous","","","","35.23","","","","26.59","4.81","3.68","20230705","14.34","5.01","","6350.5","1162.5","961.90002","10.42","10.55","42.548",".74059",".73",".3","1135","93.9","69.36",".51","6.77","1.56","2386.69995","3432.3999","3642.30004","268.23"
"Merck KGaA","MKGAF","22552.38","11.07","0","OTC","12","Medical","Medical - Drugs","11.27","10.72","10.1","","16.28","15.48","","3.34",".82","","20230525","14.57","8.11","24906.64062","23427.7","6947.43798","4808.62988","14.97","17.01","26.13299",".35377","1.28",".8","118","215","148.41",".89","-10.51","0","12854.96972","10022.90039","9693.12011",""
"Markel","MKL","18021","6.9","0","NYSE","12","Finance","Insurance - Property and Casualty","87.48","82.38","65.43","19.17","16.39","15.44","","12.42","1.37","1.42","20230801","8.13","14.97","14493.15527","11675.33","494.177","47.22299","2.58","7.94","24.14299",".29526",".66",".67","30278","1439.96","1069.89",".78","2.48","0","19298.58007","28597.41015","4103.6289","13.35"
"MKS Instruments","MKSI","5978.35","271.43",".98","NSDQ","12","Computer and Technology","Electronics - Manufacturing Machinery","5.58","3.22","9.28","11.47","27.76","16.04","","6.47","1.34","1.66","20230726","11.77","14.51","3627.91308","3547","934","610","4.11","13.26","52.07799","1.08672","3.14","1.91","673410","125.46","65.09","1.55","5.68",".88","2794","952","4834","66.77"
"MarketAxess","MKTX","10849.91","3.7","1","NSDQ","12","Finance","Securities and Exchanges","8.62","7.61","6.61","41.74","37.84","33.43","","34.08","9.67","14.75","20230719","24.55","14.23","801.07702","718.3","406.14199","338.988","35.23","35.23","0","0","2.86","2.68","296933","392.29","219.06",".79","3.28","2.88","1188.55895","444.00601","0","37.67"
"Melco Resorts & Entertainment Limited","MLCO","5091.82","60","0","NSDQ","12","Consumer Discretionary","Gaming",".48","-.18","-2.04","","","23.83","","","","3.2","20230817","-559.31","-29.14","3560.78295","1349.98","-176.21401","-715.20899","-52.06","-48.44","","-13.53102","1.67","1.71","3477110","14.39","4.75","1.17","-.52","0","2074.67211","1198.62597","8288.29882","445.09"
"Mueller Industries","MLI","4483.83","","1.53","NYSE","12","Industrial Products","Metal Products - Procurement and Fabrication","","","","6.6","","","","6.35","2.26","1.14","20230718","38.46","14.43","","3982.46","920.92901","876.841","17.07","17.07",".0629",".00062","4.34","3.12","399855","78.67","50.55","1.09","33.34","1.2","1534.65295","348.29501","1.218","56.99"
"Metallurgical Corp. of China","MLLUY","6040.94","","3.17","OTC","12","Construction","Engineering - R and D Services","","","","5.11","","","","5.3",".27",".07","20230519","","","","77587.82","1982.90795","1982.90795","1.64","1.64","","","","","418","6.06","3.1",".49","31.31",".18","56402.83984","48076.55078","3980.15307","1036.18"
"Martin Marietta Materials","MLM","25272.1","118.18",".65","NYSE","12","Construction","Building Products - Concrete and Aggregates","18.11","15.84","12.02","29.44","25.75","22.51","1.64","20.09","3.52","4.02","20230727","12.31","9.12","6760.71191","6160.7","1766.09997","1260.09997","15.39","13.74","37.693",".60494","2.12","1.39","366404","407.82","296.05",".87","20.67","2.64","2876.8999","1445.59997","4340.8999","61.97"
"Marsh & McLennan Companies","MMC","88738.16","3.27","1.32","NYSE","12","Finance","Insurance - Brokerage","8.24","7.59","6.78","25.37","23.62","21.76","2.42","21.31","7.93","4.21","20230720","33.33","8.67","22112.47851","20720","5270","4551","15.24","16.85","49.19499",".96829","1.15","1.16","1627355","181.59","144.34",".93","8.39","2.36","8299","7172","11227","494.72"
"3M","MMM","54968.62","23.13","6.02","NYSE","12","Conglomerates","Diversified Operations","9.5","8.66","10.17","10.58","11.51","10.49","1.21","7.28","3.58","1.64","20230725","36.48","1.86","32091.33593","34229","8223","6392","16.31","15.85","45.754",".84346","1.42",".98","3132389","152.24","98.01",".95","-16.91","6","14688","9523","14001","551.67"
"Magellan Midstream Partners","MMP","12665.33","9.09","6.69","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","5.16","4.95","5.05","13.06","12.67","12.15","2.5","10.3","7.58","3.73","20230727","57.78","2.64","3318.66406","3200.4","1382.69995","1089.90002","33.72","29.26","74.772","2.96389",".97",".49","2010016","62.67","45.69",".91","24.82","4.19","710.5","725.5","5015","202.1"
"Maximus","MMS","5011.61","2.56","1.36","NYSE","9","Business Services","Government Services","4.72","4.29","4","21.03","19.22","17.49","","12.46","3.13","1.05","20230802","15.37","18.14","4939.9038","4631.02","458.86999","323.06298","3.62","5.05","42.93299",".75233","1.4","1.33","331170","84.33","55.79",".69","12.44","1.12","1032.31298","774.44702","1292.48303","60.78"
"Merit Medical Systems","MMSI","4828.89","16.36","0","NSDQ","12","Medical","Medical - Dental Supplies","3.19","2.89","2.57","30","29.04","26.31","2.64","19.24","4.12","4.12","20230726","14.55","6.88","1221.958","1150.98","181.66299","88.968","7.22","13.88","13.727",".15911","2.58","1.19","256289","84.84","51.68","1","18.93","0","529.08398","220.645","186.759","57.49"
"monday.com","MNDY","6622.6","150","0","NSDQ","12","Computer and Technology","Internet - Software",".08","-.3","-1.6","500","","1956.52","","","9.53","11.56","20230814","-12.8","","704.35699","519.03","-120.894","-129.461","-14.82","-14.91","0","0","2.85","3.1","999014","170","76.46",".84","22.95","0","923.84497","298.22299","0","44.15"
"MINISO Group Holding Limited","MNSO","5054.76","","0","NYSE","6","Retail-Wholesale","Retail - Apparel and Shoes",".9",".75",".29","23.53","21.19","17.78",".41","31.49","4.19","3.31","20230824","18.5","","1662.84997","1505.75","206.029","145.638","13.57","13.57","4.67369",".04902","2.5","1.82","942531","19.29","4.5",".31","49.12","0","1250.43994","586.86499","61.893","315.92"
"Monster Beverage","MNST","59850","11.76","0","NSDQ","12","Consumer Staples","Beverages - Soft drinks","1.78","1.54","1.14","49.06","38.89","33.67","1.7","49.85","8.47","9.22","20230803","18.47","13.83","7098.76904","6311.05","1633.20495","1571.96398","19.95","19.95","0","0","4.46","3.82","4425243","59.94","42.24",".86","17.9","0","4764.89697","1001.97802","0","1000"
"Altria Group","MO","80451.73","-.84","8.34","NYSE","12","Consumer Staples","Tobacco","5.31","5.06","4.84","9.2","8.9","8.49","2.23","9.01","","3.23","20230727","-245.43",".24","20925.68945","25096","8673","8447","22.44","35.41","","-6.28542",".78",".7","7183288","54.5","40.38",".59","-1.4","3.76","7220","8616","25124","1785.04"
"TOPGOLF CALLAWY","MODG","3240.62","13.33","0","NYSE","12","Consumer Discretionary","Leisure and Recreation Products",".95",".69",".85","29.1","25.12","18.35","2.17","7.09",".85",".79","20230803","3.17","33.13","4440.54882","3995.7","581.5","284.70001","2.33","2.92","28.63899",".40132","1.63",".48","2867362","25.78","17.12","1.75","-11.6","0","1518.90002","1176.19995","1176.30004","185.6"
