Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Darden Restaurants","DRI","19607.5","4.46","2.99","NYSE","5","Retail-Wholesale","Retail - Restaurants","8.7","7.94","7.37","21.17","20.43","18.64","2.02","15.19","9.59","1.9","20230622","45.62","3.32","10482.18847","9630","1530.59997","1162.19995","9.19","9.2","30.118",".43098",".46",".49","1306676","162.14","111.84","1.23","17.21","4.84","1179.40002","1847.5","901","120.93"
"Leonardo DRS, Inc.","DRS","4110.75","-350","0","NSDQ","12","Aerospace","Aerospace - Defense Equipment","","","","31.5","","","","16.8","1.91","2.01","20230816","8.09","110.48","","2693","624","559","17.18","5.89","14.383",".16798","1.68","1.33","508014","15.77","7.76",".87","23.24","0","1707","1042","365","261"
"Driven Brands Holdings","DRVN","4539.21","13.64","0","NSDQ","12","Auto-Tires-Trucks","Automotive - Original Equipment","1.45","1.23","1.21","23.15","22.08","18.64","3.61","13.06","2.67","2.13","20230726","11.33","","2367.6621","2033.19","337.5","182.436","1.81","8.66","62.373","1.65769","1.14",".99","603443","34.42","25.55",".81","-.81","0","571.40997","505.41799","2705.281","167.56"
"DISCO CORP","DSCSY","14655.33","",".73","OTC","3","Industrial Products","Manufacturing - Material Handling",".53",".48",".54","24.45","28.19","25.53","","21.94","5.89","6.86","20230525","24.5","12.82","2001.42004","2260.68","897.138","821.03399","27.97","28.03","","","2.48","","208613","13.53","6.88","1.13","42.95",".1","2179.90405","977.67401","0","1083.17"
"DSV","DSDVY","42148.74","15.32",".31","OTC","12","Transportation","Transportation - Services","4.58","4.3","5.83","16.88","22.38","21.01","3.19","15.86","4.15","1.28","20230524","24.04","29.68","","33373.46","3496.52905","3496.52905","7.46","7.97","22.974",".29826","1.16","1.12","18121","100.09","56.42","1.36","21.21",".3","7708.42089","6622.49023","3029.95703","438"
"Daiwa Securities Group","DSEEY","7203.45","","2.39","OTC","3","Finance","Financial - Miscellaneous Services","","","","16.39","","","","6.48",".56","1.13","20230804","3.24","-3.94","","6410.8","2085.95507","1675.14001","7.36","6.5","","","","","3866","5","3.81",".58",".88",".11","231485.79687","204212.90625","24926.03906","1569.38"
"The Descartes Systems Group","DSGX","6607.72","9.68","0","NSDQ","1","Computer and Technology","Computer - Software","1.72","1.44","1.13","65.35","54.01","45.22","","39.35","6","13.6","20230531","9.74","14.97","547","486.01","200.29699","134.895","21.05","21.05","0","0","2.11","2.11","136335","81.66","59.01","1.03","11.66","0","358.651","169.595","0","84.96"
"Dynatrace","DT","14215.57","40.91","0","NYSE","3","Computer and Technology","Computers - IT Services","1.14",".98",".87","51.23","50.18","43.05","2.49","64.38","8.86","12.27","20230802","10.81","29.29","1346.74304","1158.53","138.727","81.85099","9.32","13.58","0","0","1.08","","3252513","49.18","32","1.11","28.41","0","948.42199","865.59899","273.91799","289.05"
"DTE Energy","DTE","22445.29","-3.62","3.5","NYSE","12","Utilities","Utility - Electric Power","6.65","6.18","5.99","21.27","17.62","16.39","2.94","7.8","2.11","1.22","20230727","10.59","7.57","16897.26367","19228","3297","1787","6.15","5.55","62.39199","1.65902",".88",".63","874550","136.14","102.66",".59","-7.34","3.81","4180","5173","16873","206.11"
"Deutsche Telekom","DTEGY","111513.36","","3.15","OTC","12","Utilities","Diversified Communication Services","","1.96","1.82","12.73","11.95","",".76","2.87","1.21",".93","20230810","9.77","10.35","","120566.5","46867.29687","17548.76562","17.29","7.67","53.04399","1.12965",".86",".8","164375","25.54","17.06",".59","17.22",".74","41242.12109","47821.85156","103928.20312","4761.46"
"DT Midstream","DTM","4634.26","-8.7","5.77","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States","3.9","3.61","3.88","13.78","13.27","12.27","","8.76","1.11","5.01","20230802","8.21","","951.35198","920","808","619","40","36.65","42.361",".73493",".36",".43","772660","60.68","45.46",".76","-13.45","2.76","262","614","3059","96.89"
"Dufry","DUFRY","5793.66","","0","OTC","12","Consumer Discretionary","Consumer Products - Discretionary","",".72",".19","","6.63","","","3.21","3.83","","","","","","7208.67","1276.92395","-46.93701","","","","","","","73776","4.91","2.95","1.52","16.06","0","2163.91088","2473.979","4126.61718","1214.6"
"Duke Energy","DUK","71524.19","-6.98","4.33","NYSE","12","Utilities","Utility - Electric Power","5.96","5.62","5.28","17.75","16.52","15.56","2.67","7.22","1.43","2.44","20230803","8.39","3.16","29431.55859","28768","12360","6517","8.89","14.3","57.08599","1.38244",".77",".51","2650159","114.4","85.97",".43","-9.88","4.02","13222","18873","67061","770.65"
"Duolingo","DUOL","6234.26","75","0","NSDQ","12","Business Services","Technology Services","-.1","-.53","-1.67","","","","","","11.02","15.43","20230803","-9.22","","505.02499","369.49","-53.766","-58.63601","-12.38","-12.38","3.80859",".03959","3.65","3.84","755053","151.86","65.38",".41","113.5","0","697.18298","181.766","23.503","41.05"
"DoubleVerify","DV","4958.72","75","0","NYSE","12","Computer and Technology","Internet - Software",".49",".35",".25","102.83","85.81","61.17","","63.12","5.49","10.37","20230802","5.91","","562.04602","452.42","94.89499","60.27299","10.64","10.64",".05499",".00055","6.27","6.46","1313784","31.41","20.48",".82","35.79","0","445.096","68.91",".77899","166.29"
"DaVita","DVA","9154.35","46.3","0","NYSE","12","Medical","Medical - Outpatient and Home Healthcare","7.33","6.5","6.32","15.67","15.53","13.77","1.06","6.66","8.97",".78","20230807","72.08",".17","11754.74218","11609.89","1698.88","966.27801","4.4","5.21","90.58799","8.25351","1.18","1.16","829718","100.93","65.42",".93","35.17","0","3155.29199","2619.74707","8692.61718","90.7"
"Campari Group","DVDCF","23572.41","","0","OTC","12","Consumer Staples","Beverages - Alcohol",".46",".42",".37","","30.71","28.04","","","","","","","","3168.5249","2570.52","554.04602","459.75299","","","","","","","18712","13.56","8.55",".88","25.24","0","2259.83911","1117.67504","1420.54797","1827.32"
"Devon Energy","DVN","31575.12","5.04","1.66","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","7.1","6.43","8.39","6.12","7.51","6.8",".15","4.12","2.8","1.65","20230807","47.42","10.98","16307.33984","19169","9967","7775","31.39","26.97","35.73899",".55615","1.09","1.19","7826629","78.04","45.12","2.34","-21.51",".8","3891","3105","6189","654"
"","DVY","20153.75","","3.81","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","540209","131.37","107.22",".87","-7.29","4.26","","","","180.25"
"Daiwa House Industry Co.","DWAHY","17170.32","","2.5","OTC","3","Construction","Building Products - Mobile Homes and RV Builders","","","","8.51","","","","5.44","1.03",".46","20230519","11.23","","","39547.39","4153.2832","3260.36401","4.8","5.27","","","","","17547","26.43","19.78",".41","11.9",".64","23965.86914","12856.87011","11296.11523","666.29"
"Deutsche Wohnen","DWHHF","8450.67","","0","OTC","12","Finance","Real Estate - Operations","","","","","","","","4.31",".46","","","","","","956.71","2804.80395","2759.11206","","","","","","","0","27","18.42",".63","0","0","1731.72705","3704.93603","2303.90502","400.3"
"Derwent London","DWVYF","3683.13","","0","OTC","12","Finance","Real Estate - Operations","","","1.27","","","","","","","","","","","252.41999","","","","","","","","","","0","37.69","21",".65","49.09","0","","","","112.29"
"DXC Technology","DXC","5427.95","0","0","NYSE","3","Computer and Technology","Computers - IT Services","4.34","3.91","3.47","6.87","6.09","5.49",".78","2.21","1.1",".38","20230802","16.23","-9.28","14372.89355","14430","3087","1345","-3.94","5.6","43.74",".77746","1.13","","1580190","35.69","22.24","1.94","-10.04","0","7446","6853","4065","227.68"
"DexCom","DXCM","46140.27","13.33","0","NSDQ","12","Medical","Medical - Instruments","1.47","1.06",".79","123.99","111.81","80.87","","90.88","20.66","15.27","20230727","18.29","30.74","3490.81201","2909.8","565.29998","409.39999","9.68","12.78","34.92599",".53672","2.02","1.83","2332361","124.93","67.99","1.16","5.11","0","3668.80004","1839.30004","1197.69995","387.64"
"Eni","E","51822.29","33.09","5.5","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","5.69","5.86","7.39","3.73","4.95","5.1","","2.4",".87",".39","20230804","23.35","8.1","77412.39843","140587.3","40655.26562","33064.07812","9.82","10.13","26.94599",".36885","1.38","1.11","257401","32.03","20.44","1.03","1.26","1.6","64898.60156","51328.23046","20412.44921","1785.74"
"Electronic Arts","EA","34610.26","35.11",".6","NSDQ","3","Consumer Discretionary","Toys - Games - Hobbies","7.49","6.78","6.03","20.76","18.6","16.85","4.11","21.37","4.75","4.66","20230801","16.42","9.78","7595.19384","7426","1567","1081","10.8","16.74","20.495",".25778","1.21","","2419364","141.5","109.19",".87","3.3",".76","3969","3285","1880","274.23"
"Airbus Group","EADSY","109612.05","-15.79","1.07","OTC","12","Aerospace","Aerospace - Defense","1.97","1.57","1.32","30.41","22.08","17.57","1.79","14.9","7.99","1.8","20230726","36.9","-6.25","72990.66406","61923.45","8642.68066","5781.10302","5.95","5.95","61.512","1.59821","1.2",".59","148839","35.31","21.38","1.58","16.89",".37","66378.90625","55414.08984","21860.08984","3161.58"
"eBay","EBAY","23592.59","4.72","2.27","NSDQ","12","Retail-Wholesale","Internet - Commerce","4.7","4.19","4.12","10.58","10.52","9.39","1.08","10.23","4.38","2.4","20230802","35.65","-1.25","10080.9248","9795","-1159","-1601","6.51","18.72","58.90299","1.43326","2.68","2.18","4900005","51.66","36.81","1.35","6.39","1","9290","4271","7721","534.74"
"Ecopetrol","EC","19160.38","6.15","22.12","NYSE","12","Oils-Energy","Oil and Gas - Integrated - Emerging Markets","2.3","2.08","3.29","2.41","4.48","4.05","",".92",".96",".51","20230509","15.81","10.45","34164.66406","37827.82","81751.63281","68409.74218","19.92","20.62","50.10699","1.0043","1.14","1.15","2815326","17.47","8.64","1.43","-10.98","2.06","85004.53125","62460.57031","102229.89843","2055.83"
"Electricite de France","ECIFY","51011.9","","1.58","OTC","12","Utilities","Utility - Electric Power","","","","","","","","","1.01","","","","","","151192.59","-13215.30762","-20400.85938","","","0","0",".92",".8","15235","2.6","1.56","1.25","2",".04","133963.09375","144953.29687","0","20004.67"
"Ecolab","ECL","49811.93","2.33","1.21","NYSE","12","Basic Materials","Chemical - Specialty","5.63","4.98","4.47","38.45","35.11","31.06","2.77","22.39","6.76","3.44","20230725","18.05","-2.32","15247.34179","14187.8","2525.69995","1587","7.96","8.98","50.526","1.02127","1.17",".88","963258","177.02","131.35","1","20.19","2.12","5494.20019","4210.3999","8075.2998","284.72"
"Consolidated Edison","ED","33046.07","12.96","3.4","NYSE","12","Utilities","Utility - Electric Power","5.21","4.85","4.54","19.42","19.66","18.31","9.83","9.21","1.59","2.06","20230803","8.36","5.19","15104.19824","15670","5006","2950","15.56","10.88","49.761",".9905","1.2","1.1","1676422","101.92","79.47",".37",".05","3.24","12972","11336","20147","346.54"
"EDENRED","EDNMY","15973.64","","1.1","OTC","12","Business Services","Technology Services","","","","","","","","27.56","","","","","","","2140.23","867.11199","694.32202","","","","-4.50734",".99",".92","11732","32.8","22.15",".8","17.43",".35","8895.54492","8953.49316","2911.09692","499.18"
"Endeavor Group","EDR","16502.08","-9.09","0","NYSE","12","Consumer Discretionary","Media Conglomerates","1.71","1.36","1.03","30.88","17.26","13.7",".68","32.26","5.25","3.06","20230810","6.37","","5757.62207","5268.14","491.35299","179.02","-3.38","3.68","62.84999","1.61086","1","1.05","2940281","25.93","18.9",".9","4.13","0","2536.73608","2414.54003","5080.23681","703.11"
"New Oriental Education & Technology Group","EDU","6294.05","-190","0","NYSE","5","Consumer Discretionary","Schools","1.89","1.57","2.2","35.32","23.62","19.62","","","1.62","2.37","20230726","-1.21","3.31","2657","3105.25","-834.01899","-1028.448","-1.54","-1.73","0","0","2.41","2.6","1748397","45.59","10.8",".6","6.52","0","4473.95898","1710.11401","0","169.7"
"Euronet Worldwide","EEFT","5830.65","2.35","0","NSDQ","12","Finance","Financial - Miscellaneous Services","8.69","7.57","6.34","17.46","15.52","13.52","","13.49","4.61","1.7","20230726","25.83","6.64","3679.052","3358.8","499.785","360.17999","7.15","8.6","56.35699","1.29132","1.75","1.58","245928","122.18","73.77","1.34","24.49","0","3726.67309","2354.07104","1609.09802","49.63"
"","EEM","23995.15","","2.43","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","25594634","43.07","33.93",".74","2.77",".95","","","","616.05"
"","EFA","49869.63","","2.41","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","14539320","73.9","55.54",".86","11.56","1.77","","","","681"
"Equifax","EFX","25796.89","4.38",".74","NYSE","12","Business Services","Financial Transaction Services","9.02","7.17","7.53","31.07","29.32","23.31","1.99","17.16","6.32","5.1","20230719","21.33","12","5328.39013","5122.2","1681.30004","1112.69995","11.6","16.49","54.993","1.22186",".77",".68","647083","230.65","150.24","1.45","8.22","1.56","1370.5","2015.19995","4820.10009","122.64"
"EastGroup Properties","EGP","7090.65","0","3.07","NYSE","12","Finance","REIT and Equity Trust - Other","8.03","7.54","6.95","22.83","21.58","20.26","3.32","20.88","3.48","13.93","20230725","8.4","12.19","551.46502","487.02","378.41101","224.77299","32.86","32.86","46.886",".88273",".06","0","238756","179.41","138.16",".93","9.96","5",".056","136.988","1861.74401","43.55"
"Encompass Health","EHC","6167.5","25.71",".98","NYSE","12","Medical","Medical - Outpatient and Home Healthcare","3.5","3.15","2.79","18.53","19.51","17.57","1.66","11.38","3.2","1.31","20230807","16.8","4.31","4734.00097","4348.6","879.79998","626.5","5.75","7.09","58.90299","1.41377","1.29","1.25","731272","65.59","45.23","1.06","2.88",".6","717.20001","575.90002","2741.80004","100.24"
"Edison International","EIX","26368.38","4.81","4.28","NYSE","12","Utilities","Utility - Electric Power","5.05","4.72","4.57","14.81","14.6","13.64","3.74","5.45","1.69","1.53","20230727","12.48","7.75","17876.90429","17220","4678","1831","6.12","11.26","62.65499","1.89082",".86",".64","1458765","74.19","54.94",".8","8.22","2.95","7070","10347","27025","382.98"
"easyjet","EJTTF","4805.78","","0","OTC","9","Transportation","Transportation - Airline",".37",".2","-.22","","31.7","17.14","","9","1.48","","","","","9267.62988","7388.64","639.11901","-83.252","","","52.144","1.08961","1.34","1.34","136","6.62","3.32","1.86","58.42","0","6313.06298","4710.78222","3535.00805","758.01"
"Elekta","EKTAY","3168.27","","1.89","OTC","4","Medical","Medical - Instruments",".4",".34",".16","25.03","24.29","20.65","","12.33","3.52","1.98","20230524","","","1606.95996","1637.02","308.52398","191.533","","","","","","","3023","8.65","4.77","1.08","38.01",".16","1450.28796","1302.10595","461.54699","383.57"
"The Estee Lauder Companies","EL","71428.99","-4.08","1.32","NYSE","6","Consumer Staples","Cosmetics","5.28","3.47","7.12","52.59","57.65","37.82","6.28","21.18","12.15","4.5","20230817","23.99","4.75","15904.33398","17737","3930","3203","6.88","8.65","50.296",".87255","1.46","1.1","2773707","281.62","189.96","1.01","-19.45","2.64","9298","5815","5144","357.41"
"Elanco Animal Health","ELAN","4285.19","55.17","0","NYSE","12","Medical","Medical - Outpatient and Home Healthcare",".9",".8","1.04","7.25","10.88","9.67","6.14","3.35",".57",".96","20230814","8.21","14.48","4350.72021","4418","851","169","-.49","13.21","42.983",".75387","2.25","1.02","6327747","24.84","8.54",".92","-28.81","0","3279","1702","5448","492.55"
"e.l.f. Beauty","ELF","4829.03","108.7","0","NYSE","3","Consumer Staples","Cosmetics","1.97","1.61","1.43","66.63","56.22","45.99","1.76","82.6","12.53","9.72","20230524","15","12.87","641.93798","392.15","55.34899","27.87199","9.43","10.48","13.895",".16137","3","","858406","96.68","21.05","1.5","63.85","0","193.029","65.01699","91.08","53.29"
"Companhia Paranaense de Energia COPEL","ELP","4050.1","","1.38","NYSE","12","Utilities","Utility - Electric Power","",".67",".61","30.83","11.05","","","8.35",".97",".69","20230525","","","","4247.4","831.72198","569.03399","","","37.25199",".59366","1.35","1.28","211903","8.06","5.79",".73","2.92",".1","1806.68798","1386.23303","2097.58398","547.31"
"Equity Lifestyle Properties","ELS","12055.21","-2.63","2.76","NYSE","12","Finance","REIT and Equity Trust - Residential","3.06","2.84","2.67","23.63","22.8","21.16","4.58","24.28","7.97","8.27","20230717","18.71","9.89","1500.34997","1447.08","627.09497","415.38699","19.5","19.5","31.90399",".46851",".03",".02","643168","77.34","58.12",".67",".22","1.79","67.703","2880.05395","694.81701","186.21"
"Electrolux","ELUXY","4700.22","-520","4.48","OTC","12","Consumer Discretionary","Household Appliances","4.65","2.05",".16","","14.84","6.54","","11.66","2.88",".1","20230720","-1.03","26.26","12938.96972","13376.72","512.84301","-21.306","-.04","-.04","63.59799","1.74709",".98",".64","10135","34.4","20.5","1.26","11.38","1.36","6936.40478","7075.74023","2847.93603","154.46"
"Elevance Health, Inc.","ELV","107862.77","2.16","1.3","NYSE","12","Medical","Medical Services","36.95","32.79","29.02","15.04","13.88","12.31","1.15","12.51","2.88",".67","20230719","20.05","14.11","166520.14062","156595","10295","8620","3.86","4.55","40.21799",".67274","1.43","1.4","939813","546.77","444.32",".84","-11.3","5.92","55617","39696","22349","237.06"
"","EMB","14394.78","","4.97","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","4425341","91.72","77.09",".48","-.48","4.19","","","","171"
"EMCOR Group","EME","7950.4","26.78",".43","NYSE","12","Construction","Building Products - Heavy Construction","10.55","9.74","7.78","18.32","17.12","15.8","","15.43","3.85",".7","20230727","22.68","7.08","12204.86523","11076.12","680.55999","571.94897","3.91","3.91","13.819",".16034","1.34","1.23","387436","171.44","96.26","1.09","12.56",".72","3461.9729","2753.52197","231.625","47.69"
"Eastman Chemical","EMN","9934.88","33.61","3.79","NYSE","12","Basic Materials","Chemical - Diversified ","8.67","7.91","8.19","11.27","10.54","9.62","1.1","6.78","1.89",".97","20230727","17.03","1.88","10182.86132","10580","1636","1159","6.73","8.85","46.838",".88103","1.34",".58","981383","112.29","70.81","1.5","2.38","3.16","3778","3251","4025","119.15"
"Emerson Electric Co.","EMR","47034.46","12.37","2.53","NYSE","9","Industrial Products","Manufacturing - Electronics","4.55","4.17","5.11","17.22","19.74","18.07","2.17","11.66","2.71","2.69","20230808","16.94","1.31","15131.60644","19629","5317","4278","27.35","16.14","32.02899",".4712","1.19",".81","3280735","98.2","73.06","1.39","-14.32","2.08","8506","7777","8259","571.5"
"Enbridge","ENB","75023.52","1.61","7.1","NYSE","12","Oils-Energy","Oil and Gas - Production and Pipelines","2.13","2.21","2.2","17.39","16.74","17.35","2.79","9.36","1.74","1.97","20230804","10.23",".49","35279.05859","41004.91","9259.6289","5938.99316","5.44","11.98","52.455","1.23249",".59",".49","3486754","47.53","35.62",".83","-5.24","2.63","9343.47265","15615.53027","56104.67968","2024.93"
"Enersis Chile","ENIC","3831.83","","12.01","NYSE","12","Utilities","Utility - Electric Power","","","","2.61","","","","2.79",".79",".64","20230726","122.04","6.22","","5427.29","1956.54895","1956.54895","24.73","24.73","4.7044","",".97",".94","1282070","3.08","1.04","1.05","23.11",".33","3370.66699","3485.34106","238.33099","1383.33"
"EnLink Midstream","ENLC","4608.63","0","5.06","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing",".69",".54",".61","12.36","18.23","14.28","","4.58","1.62",".51","20230802","13.48","4.09","8576.84472","9542.1","1297.59997","650.79998","4.23","4.28","62.94699","1.69886","1.21","1.12","2609754","13.38","8","2.55","-19.59",".5","982.79998","875.40002","4723.5","465.99"
"Enovis","ENOV","3001.66","18.92","0","NYSE","12","Medical","Medical Info Systems","2.77","2.27","2.23","23.54","24.26","19.92","","8.69",".87","1.88","20230803","3.7","-7.96","1676.80004","1563.1","241.69299","21.98299","-3.24","8","7.6402",".08272","2.38",".65","475414","67.42","44.83","2.01","2.91","0","795.02301","565.19897","40","54.5"
"Enphase Energy","ENPH","22436.8","13.22","0","NSDQ","12","Oils-Energy","Solar","7.52","5.57","4.38","31.49","29.37","21.77","1.13","45.71","23.13","8.58","20230725","74.86","59.52","3102.86401","2330.85","517.62902","461.48599","18.83","20.44","55.303","1.23727","3.45","3.31","5267866","336","152.88","1.52","-38.21","0","2264.27099","638.21899","1199.46496","137.04"
"Enersys","ENS","3512.74","2.42",".81","NYSE","3","Industrial Products","Manufacturing - Electronics","","6.13","4.89","18.18","14.03","","1","12.36","2.29",".97","20230524","13.3","6.33","3864.35009","3357.3","307.59399","211.716","3.81","5.39","41.91699",".72166","2.79","","147848","92.7","57.26","1.36","16.45",".7","1993.19299","738.13","1243.23303","40.85"
"The Ensign Group","ENSG","5086.22","2.73",".25","NSDQ","12","Medical","Medical - Nursing Homes","5.11","4.7","4.14","21.23","19.35","17.79","1.29","17.51","3.85","1.59","20230807","18.96","9.59","3697.02294","3025.47","361.41101","298.01998","7.32","7.22","10.104",".11239","1.42","1.34","308677","101.89","71.06","1.02","-3.97",".23","781.125","582.07202","149.26899","55.99"
"Entegris","ENTG","14678.13","25",".41","NSDQ","12","Computer and Technology","Electronics - Manufacturing Machinery","3.53","2.57","3.7","29.45","38.19","27.82","","17.97","4.63","4.13","20230801","17.06","19.33","3647.99804","3282.03","739.07299","459.74899","-.14","13.69","64.009","1.7785","3.14","2","1909538","115.43","62.71","1.27","49.51",".4","2335.18505","761.93103","5632.92822","149.68"
"Envestnet","ENV","3042.82","4.55","0","NYSE","12","Business Services","Financial Transaction Services","2.78","2.12","1.85","30.23","26.41","20.12","","16.02","4.13","2.5","20230803","7.31","12.34","1275.10595","1239.78","68.972","-61.57601","-8.9","5.07","54.21699","1.18419",".75",".93","399688","70","42.93","1.22","-9.35","0","305.23199","327.06399","871.76898","54.4"
"EOG Resources","EOG","65515.86","11.16","2.95","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","12.99","11.96","13.69","9","9.37","8.62",".33","5.66","2.57","2.36","20230803","30.34","8.48","23963.09375","25702","13622","10080","33.83","26.34","12.954",".14881","2.17","1.71","2931246","148.26","95.12","1.53","-13.51","3.3","10475","5513","3795","584.86"
"E.ON","EONGY","31510.94","43.33","3.37","OTC","12","Utilities","Utility - Electric Power","1.02","1.01","1.01","9.54","11.81","11.7","","4.15","1.24",".25","20230809","12.72","35.5","76941.71093","121880.5","13765.36816","9125.25",".75","2.59","54.423","1.19409",".91","","32383","13.45","7.11",".75","20.63",".4","46285.23828","47928.55859","33281.78906","2641.32"
"EPAM Systems","EPAM","13788.47","5.56","0","NYSE","12","Computer and Technology","Computers - IT Services","12.71","10.81","10.65","21.89","22.02","18.73","1.86","19.68","4.4","2.83","20230803","19.6","27.1","5030.47998","4824.7","589.505","497.233","8.88","11.6",".89445",".00902","4.15","3.69","624614","457.95","229.7","1.56","-27.35","0","2759.625","747.48297","27.693","57.91"
"Enterprise Products Partners","EPD","56711.2","3.23","7.52","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","2.65","2.6","2.47","10.19","10.02","9.85","","7.17","2.04",".98","20230802","20.49","11.04","56236.13671","58186","9186","6941","9.69","9.78","49.665",".98492",".93",".66","4757390","28.47","22.91","1.1","8.13","1.96","10598","12265","26551","2174.51"
"Epiroc Aktiebolag","EPOKY","23801.42","-5.26",".97","OTC","12","Industrial Products","Manufacturing - General Industrial ",".75",".73",".67","28.42","26.86","26.15","4.78","","8.17","4.85","20230522","27.66","","","4928.4","1271.75598","1068.17199","16.89","16.89","","","","","45890","21.02","13.04","1.68","7.51",".19","3836.37304","1450.27099","998.32897","1213.74"
"EPR Properties","EPR","3150.44","4.84","7.89","NYSE","12","Finance","REIT and Equity Trust - Retail","4.99","4.95","4.86","8.34","8.45","8.38",".94","9.02","1.24","4.69","20230807","7.52","-4.16","581.71697","658.03","480.29699","308.64001","28.53","28.53","52.625","1.11088","8.01","7.76","511050","55.43","34.43","1.66","10.95","3.3","621.36602","80.08699","2810.11108","75.28"
"Essential Properties Realty Trust","EPRT","3642.07","0","4.5","NYSE","12","Finance","REIT and Equity Trust - Retail","1.73","1.65","1.55","15.79","14.85","14.15","3.41","15.21","1.38","12.14","20230727","6.07","29.92","343.337","286.51","271.03399","176.11","50.1","50.1","35.076",".54025","6.07","5.13","738259","26.19","19.07","1.26","4.26","1.1","150.087","29.26099","1420.77795","148.84"
"Equitable Holdings","EQH","8877.16","-22.58","3.21","NYSE","12","Finance","Financial - Miscellaneous Services","6.38","5.17","5.22","5.35","4.82","3.91","","","",".71","20230802","","7.42","13697.38281","14017","","","","14.79","","","","","3823770","32.88","22.82","1.4","-13.14",".8","","","","356.08"
"Equinix","EQIX","67447.1","8.46","1.89","NSDQ","12","Finance","REIT and Equity Trust - Retail","33.97","31.32","29.25","23.27","23.02","21.23","2.01","27.15","5.61","8.96","20230726","7.2","9.42","8215.8164","7263.1","2939.73999","1185.70605","10.84","10.84","56.25099","1.28575","2.28","1.8","374549","752.98","505.39",".63","10.1","13.64","3305.25488","1838.29797","14895.93847","93.52"
"Equity Residential","EQR","23242.01","-1.14","4.32","NYSE","12","Finance","REIT and Equity Trust - Residential","3.87","3.74","3.52","16.94","16.41","15.84","3.33","13.67","2.06","8.34","20230725","8.17",".24","2857.61206","2735.18","2023.69201","1104.57495","32.95","32.95","40.226",".64656",".69",".33","1739857","80.57","55.46",".81","3.97","2.65","53.86899","162.33799","7425.72216","378.9"
"EQT","EQT","13322.92","28.79","1.63","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","5.46","2.73","3.1","9.23","13.48","6.74",".67","4.57","1.1","1.24","20230726","15.17","7.13","6559.71777","7497.69","4282.92382","2584.31689","41.96","14.87","29.38899",".41621","1.48","1.08","6506319","50.6","28.83","1.17","8.9",".6","4014.44091","3732.21997","5256.333","361.64"
"Enerplus","ERF","3106.02","1.59","1.5","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","2.39","2.3","3.08","4.85","6.3","6.05","","3.1","2.74","1.34","20230803","72.62","22.55","","2155.69","1542.99401","1232.151","44.08","30.39","9.7208",".10767",".76",".81","988745","19.2","11.71","2.18","-17.85",".22","407.68399","503.16699","178.916","214.21"
"EUROFINS SCIENT","ERFSF","12476.83","","0","OTC","12","Medical","Medical Services","3.13","2.67","3.72","","24.28","20.71","","7.05","2.25","","","","","6976.87011","7948.6","2026.65002","1493.427","","","","","","","1434","92.55","55.01",".73","-10.44","0","2743.60888","2195.479","2958.10498","192.47"
"Ericsson","ERIC","17483.25","100","3.28","NSDQ","12","Computer and Technology","Wireless Equipment",".56",".38",".62","9.05","13.89","9.38","","5.68","1.45",".65","20230713","15.25","3.07","26865.5996","26930.57","3722.49291","2677.68188","6.2","7.28","14.97799",".17616","1.13",".88","8584939","8.34","5.15",".58","-10.1",".17","17223.88085","14430.94042","2670.34912","3330.14"
"Eversource Energy","ES","25681.74","3.68","3.67","NYSE","12","Utilities","Utility - Electric Power","4.66","4.36","4.1","17.53","16.89","15.81","2.66","8.37","1.63","2.04","20230727","9.51","9.02","13120.583","12289.34","4187.37988","2544.24194","11.52","11.6","56.81299","1.30561",".65",".57","1728570","93.96","71.68",".46","-12.19","2.7","4223.19824","6799.2832","19723.99023","348.84"
